관리번호,개방자치단체코드,x,y
3600000-102-2006-00011,3600000,126.84763269482838,35.15224811662417
3600000-102-2008-00005,3600000,126.85035902513116,35.15077444209706
3600000-102-2008-00009,3600000,126.85151631167415,35.15472409441819
3600000-102-2008-00010,3600000,126.85601454029549,35.131356559652964
3600000-102-2008-00011,3600000,126.87546254354721,35.15827872725195
3600000-102-2007-00023,3600000,126.84987646430245,35.150147492743095
3600000-102-2007-00025,3600000,126.8509672747023,35.15374596972382
3600000-102-2007-00026,3600000,126.85151702362403,35.154300866549036
3600000-102-2007-00028,3600000,126.84633257882324,35.150144898433986
3600000-102-2012-00012,3600000,126.8466616620755,35.1558083134949
3600000-102-2013-00002,3600000,126.85096824890337,35.15309338717818
3600000-102-2006-00012,3600000,126.84974220222458,35.14969027832909
3600000-102-1989-00001,3600000,126.89982207081093,35.15034779872795
3600000-102-1989-00002,3600000,126.90267497449695,35.14848504172465
3600000-102-1989-00003,3600000,126.8805558711513,35.15685512528999
3600000-102-1995-00001,3600000,126.8807948051281,35.15754667757686
3600000-102-2008-00013,3600000,126.85099613124001,35.1540646006113
3600000-102-2006-00013,3600000,126.8475957884163,35.154538053578705
3600000-102-2006-00014,3600000,126.8465029649158,35.14891894457508
3600000-102-2006-00016,3600000,126.84649703818953,35.15411168422138
3600000-102-2006-00017,3600000,126.84983951084193,35.15374474812035
3600000-102-2006-00018,3600000,126.84649703818953,35.15411168422138
3600000-102-2006-00019,3600000,126.85131821628028,35.153559075736624
3600000-102-2006-00020,3600000,126.84759620145543,35.15431289698549
3600000-102-2006-00021,3600000,126.84659540307418,35.15048117123521
3600000-102-2006-00024,3600000,126.85568851922349,35.13133590783006
3600000-102-2006-00025,3600000,126.85041293687928,35.15376690870088
3600000-102-2006-00029,3600000,126.84759981888305,35.1549903747175
3600000-102-2008-00002,3600000,126.84759975453935,35.15408935371916
3600000-102-2011-00006,3600000,126.8475957884163,35.154538053578705
3600000-102-2011-00008,3600000,126.85035863341724,35.15100688565264
3600000-102-2011-00009,3600000,126.84759975453935,35.15408935371916
3600000-102-2011-00010,3600000,126.84759975453935,35.15408935371916
3600000-102-2012-00001,3600000,126.8465029649158,35.14891894457508
3600000-102-2012-00005,3600000,126.85049843306115,35.152762900542
3600000-102-2012-00010,3600000,126.87668753968471,35.158101063299405
3600000-102-2012-00011,3600000,126.87668753968471,35.158101063299405
3600000-102-2001-00008,3600000,126.85613635825861,35.13361963598656
3600000-102-2001-00009,3600000,126.90014429325772,35.14996492428208
3600000-102-2001-00023,3600000,126.85099613124001,35.1540646006113
3600000-102-2001-00022,3600000,126.90049885054529,35.14952185315902
3600000-102-2001-00014,3600000,126.90286868935043,35.148538848665446
3600000-102-2001-00015,3600000,126.85563834453983,35.13318263202191
3600000-102-2001-00019,3600000,126.85603452285166,35.1305505926221
3600000-102-2001-00020,3600000,126.85040908303824,35.15321302082039
3600000-102-2001-00024,3600000,126.84650321157655,35.148693392963935
3600000-102-1995-00003,3600000,126.90016662013264,35.14982533351277
3600000-102-2009-00002,3600000,126.85049659928754,35.15238686669884
3600000-102-2009-00004,3600000,126.87565121101831,35.125944388854826
3600000-102-2009-00005,3600000,126.87565121101831,35.125944388854826
3600000-102-2009-00006,3600000,126.84977959084833,35.149284901149684
3600000-102-2009-00007,3600000,126.8475957884163,35.154538053578705
3600000-102-2014-00008,3600000,126.85060959091156,35.154071655596844
3600000-102-2014-00010,3600000,126.87546254354721,35.15827872725195
3600000-102-2015-00001,3600000,126.85151702362403,35.154300866549036
3600000-102-2001-00001,3600000,126.84759975453935,35.15408935371916
3600000-102-2001-00003,3600000,126.85186213423107,35.15008104395135
3590000-102-1999-00010,3590000,126.91469045976548,35.14553239484849
3590000-102-2000-00011,3590000,126.91552849130302,35.14566320193824
3590000-102-2013-00007,3590000,126.91469045976548,35.14553239484849
3590000-102-2013-00008,3590000,126.91690003688275,35.14106529570301
3590000-102-2013-00009,3590000,126.91409608999314,35.14627043049504
3590000-102-2013-00011,3590000,126.91605851674714,35.14201173600505
3590000-102-1987-00006,3590000,126.91394809466917,35.14520240399939
3590000-102-1986-00006,3590000,126.90649594462296,35.151133146633015
3590000-102-1984-00009,3590000,126.91144285702761,35.14716942811305
3590000-102-1973-00003,3590000,126.90860240606604,35.14856727352145
3590000-102-1981-00004,3590000,126.91242004021328,35.15440613683122
3450000-102-2001-00065,3450000,128.54538547134743,35.93524700905166
3450000-102-2001-00010,3450000,128.55273352851788,35.93159123790838
3450000-102-2001-00032,3450000,128.61080190296053,35.89573458117548
3450000-102-2001-00066,3450000,128.6090619739153,35.88154263467102
3450000-102-2002-00006,3450000,128.61746838364374,35.89302493868503
3450000-102-2011-00011,3450000,128.60243349550888,35.87565999544179
3450000-102-2002-00003,3450000,128.6171375066385,35.893980293352705
3450000-102-2002-00004,3450000,128.58286459359036,35.88007452291182
3450000-102-2002-00023,3450000,128.55310526774934,35.931302712941765
3450000-102-2003-00024,3450000,128.60340542794214,35.884217625253925
3450000-102-2003-00020,3450000,128.55853538917268,35.94331960371592
3450000-102-2010-00003,3450000,128.55847111007645,35.94298958865865
3450000-102-2010-00004,3450000,128.55819674163874,35.94302430372857
3450000-102-2011-00009,3450000,128.55730171379028,35.942747776643934
3450000-102-2003-00022,3450000,128.60604696417602,35.90446539894661
3450000-102-2012-00002,3450000,128.61278274472573,35.89673073520329
3450000-102-2011-00010,3450000,128.60660101835583,35.90454075407604
3450000-102-2016-00002,3450000,128.61109767362083,35.89595990223794
3450000-102-2016-00003,3450000,128.617724340955,35.892809625160154
3450000-102-2011-00012,3450000,128.55699586398313,35.94317436546281
3450000-102-2012-00001,3450000,128.59936843447107,35.87602863055275
3450000-102-2016-00005,3450000,128.51344375543823,35.89520181571792
3450000-102-2016-00001,3450000,128.61109767362083,35.89595990223794
3450000-102-2001-00030,3450000,128.61180408258437,35.896196604733774
3450000-102-2001-00003,3450000,128.61818422272873,35.89256771344832
3450000-102-2003-00016,3450000,128.5586572957008,35.94221443691541
3450000-102-2003-00017,3450000,128.61463549283718,35.894904955033006
3450000-102-1994-00001,3450000,128.60384946036604,35.88330580411023
3450000-102-1997-00003,3450000,128.56164092118857,35.889331858440315
3450000-102-1997-00004,3450000,128.57884274552998,35.885351332456466
3450000-102-2010-00005,3450000,128.55953571117902,35.94285437221106
3450000-102-1996-00001,3450000,128.61892056146323,35.892199447274436
3450000-102-1996-00002,3450000,128.59773774415075,35.87549770801344
3450000-102-2010-00006,3450000,128.55937305934404,35.94248735780243
3450000-102-2010-00008,3450000,128.5596608948285,35.94245044390318
3450000-102-2010-00007,3450000,128.55976652431465,35.942828301535165
3450000-102-2013-00001,3450000,128.55839375344652,35.94260490483664
3450000-102-2013-00002,3450000,128.55920623619963,35.9435748167185
3450000-102-2000-00028,3450000,128.60632571730358,35.904593306767964
3450000-102-2014-00001,3450000,128.54523577605806,35.915729754598544
3450000-102-1999-00005,3450000,128.57321450544632,35.88787299240813
3450000-102-1999-00002,3450000,128.6144303314546,35.89535309005392
3450000-102-2000-00010,3450000,128.5697920800111,35.88819660517403
3450000-102-1999-00006,3450000,128.56974389938932,35.88805651145439
3450000-102-1999-00001,3450000,128.6004399507943,35.877344836019994
3450000-102-2000-00012,3450000,128.61850912852464,35.89184019211157
3450000-102-2001-00055,3450000,128.54526078605417,35.91586344997823
3450000-102-2000-00036,3450000,128.6088410561504,35.88164252036324
3450000-102-2001-00036,3450000,128.61831702779583,35.892501134146364
3450000-102-2001-00063,3450000,128.60650754443154,35.90467738095983
3450000-102-2000-00025,3450000,128.55418738094218,35.93146560695637
3450000-102-2000-00029,3450000,128.55314122948602,35.93155600514235
3450000-102-2001-00039,3450000,128.54527923910283,35.914443720916914
3450000-102-2001-00012,3450000,128.54527923910283,35.914443720916914
3450000-102-2001-00005,3450000,128.60144912579835,35.87545749338514
3450000-102-2000-00035,3450000,128.5723126839803,35.88763338370844
3450000-102-2000-00043,3450000,128.5730713160835,35.88775109047374
3450000-102-2000-00014,3450000,128.60336243882256,35.883723630745344
3450000-102-2000-00021,3450000,128.55330997222322,35.93128502127534
3450000-102-2000-00039,3450000,128.60179752404048,35.88512073213582
3450000-102-2001-00061,3450000,128.6064120159221,35.90481455882191
3450000-102-2001-00034,3450000,128.55300492404177,35.93208372626549
3450000-102-2001-00059,3450000,128.58761350812387,35.891504392333154
3450000-102-2001-00002,3450000,128.56182217369002,35.88930634929215
3450000-102-2001-00016,3450000,128.6002592546722,35.87556825479006
3450000-102-1996-00005,3450000,128.6112387190344,35.896086931432215
3450000-102-2001-00038,3450000,128.60596158188358,35.9042459769355
3450000-102-2000-00045,3450000,128.5723126839803,35.88763338370844
3450000-102-2001-00041,3450000,128.61643766683957,35.89377852475884
3450000-102-1999-00003,3450000,128.60345384917613,35.8836316467865
3450000-102-2000-00017,3450000,128.5529373472736,35.93157363362522
3450000-102-2002-00039,3450000,128.6159662806932,35.89414493747637
3450000-102-1999-00008,3450000,128.61846695796328,35.89242451666914
3450000-102-2001-00019,3450000,128.59237660942193,35.878146689263914
3450000-102-2000-00037,3450000,128.6088410561504,35.88164252036324
3450000-102-2003-00025,3450000,128.6114678204625,35.89592724087908
3450000-102-2002-00002,3450000,128.586687106986,35.8793422723521
3450000-102-2002-00013,3450000,128.54579108189253,35.916704044428414
3450000-102-2001-00029,3450000,128.60287764903975,35.88395389394276
3450000-102-2001-00042,3450000,128.61505488201266,35.8948624543736
3450000-102-2001-00021,3450000,128.6128169136421,35.896330702842434
3450000-102-2002-00035,3450000,128.5691425165535,35.88819852319181
3450000-102-2002-00029,3450000,inf,inf
3450000-102-2001-00006,3450000,128.59837615098348,35.8781521641639
3450000-102-2000-00047,3450000,128.6068640040497,35.882531665603096
3450000-102-2000-00038,3450000,128.60179752404048,35.88512073213582
3450000-102-2000-00023,3450000,128.61846695796328,35.89242451666914
3450000-102-2000-00024,3450000,128.5879940515292,35.8916281973274
3450000-102-2000-00019,3450000,128.60053195324863,35.8858637867533
3450000-102-2000-00005,3450000,128.55320870877415,35.93206608972931
3450000-102-1993-00001,3450000,128.6129653236194,35.89650058447268
3450000-102-2003-00026,3450000,128.56164763432025,35.94324634371858
3450000-102-2010-00009,3450000,128.55879771399407,35.942559240882595
3450000-102-2016-00008,3450000,128.60233229561658,35.87535637961354
3450000-102-2002-00007,3450000,128.61605312848033,35.89407915054237
3450000-102-2002-00027,3450000,128.60042287600692,35.8859212074835
3450000-102-2004-00006,3450000,128.61432798133728,35.895435215479594
3450000-102-2002-00026,3450000,128.60159308873853,35.87551013364563
3450000-102-2005-00003,3450000,128.6117793821041,35.89587850159178
3450000-102-2001-00013,3450000,128.60575632547227,35.8783984570938
3450000-102-2001-00001,3450000,128.55354824108417,35.931520415066416
3450000-102-2001-00057,3450000,128.6125759957866,35.89621843211049
3450000-102-2002-00031,3450000,128.61161958269324,35.896063223117324
3450000-102-2000-00044,3450000,128.61727445056076,35.893079107693
3450000-102-2000-00042,3450000,128.60340542794214,35.884217625253925
3450000-102-2001-00031,3450000,128.60340542794214,35.884217625253925
3450000-102-2001-00067,3450000,128.55334517516505,35.93153835244787
3450000-102-2001-00018,3450000,128.61114907960675,35.8968774414702
3450000-102-1988-00001,3450000,128.6129653236194,35.89650058447268
3450000-102-2000-00003,3450000,128.60434312919693,35.87746690415815
3450000-102-2000-00026,3450000,128.6115296483451,35.896416888810336
3450000-102-2001-00048,3450000,128.6166045125767,35.89373506666267
3450000-102-2003-00023,3450000,128.55944723568572,35.94354456527019
3450000-102-2012-00004,3450000,128.55808570673102,35.942481303548675
3450000-102-2010-00010,3450000,128.55691898332796,35.94279507199011
3450000-102-2015-00001,3450000,128.61423344704528,35.89522119258307
3450000-102-2002-00009,3450000,128.6089718811708,35.881571730929124
3450000-102-2002-00019,3450000,128.59990126534794,35.88579505239308
3450000-102-2004-00002,3450000,128.61128984951907,35.90573563183818
3450000-102-2004-00003,3450000,128.61109767362083,35.89595990223794
3450000-102-2002-00032,3450000,128.54583634402687,35.91542492440401
3450000-102-2006-00001,3450000,128.6061403317233,35.904328498474
3450000-102-2001-00045,3450000,128.6139685745152,35.89578619246219
3450000-102-2002-00036,3450000,128.61495666432702,35.894653277101945
3450000-102-2006-00004,3450000,128.54498880631675,35.93206038855307
3450000-102-2001-00047,3450000,128.61278274472573,35.89673073520329
3450000-102-2003-00001,3450000,128.6146828656129,35.89453361211552
3450000-102-2000-00001,3450000,128.55351430681966,35.931267806881635
3450000-102-2000-00027,3450000,128.54640211717296,35.93343006204479
3450000-102-2001-00020,3450000,128.61094960364667,35.895827514452805
3450000-102-2001-00011,3450000,128.60123459522788,35.884890984854174
3450000-102-2016-00004,3450000,128.6115296483451,35.896416888810336
3450000-102-2016-00007,3450000,128.51632172746324,35.89492139655181
3450000-102-2010-00011,3450000,128.55937305934404,35.94248735780243
3450000-102-2017-00001,3450000,128.56119689672607,35.943216305148134
3450000-102-2003-00027,3450000,128.56164763432025,35.94324634371858
3450000-102-2004-00001,3450000,128.61128984951907,35.90573563183818
3450000-102-2002-00030,3450000,128.55435285022745,35.94332028785151
3450000-102-2006-00006,3450000,128.61130798251546,35.89578404428158
3450000-102-2002-00034,3450000,128.61348732253987,35.89546158972787
3450000-102-2002-00038,3450000,128.60556856481557,35.90770008679462
3450000-102-2003-00002,3450000,128.5961896348629,35.92302521773596
3450000-102-2007-00001,3450000,128.61130798251546,35.89578404428158
3450000-102-2001-00025,3450000,128.61605312848033,35.89407915054237
3450000-102-2002-00043,3450000,128.5976327837032,35.87596771922544
3450000-102-2007-00005,3450000,128.5581260897778,35.94267552717007
3450000-102-2003-00008,3450000,128.5454301730404,35.93464017167857
3450000-102-2001-00049,3450000,128.61463549283718,35.894904955033006
3450000-102-2001-00050,3450000,128.55889955291457,35.942184016511874
3450000-102-1997-00005,3450000,128.56489741718005,35.88876952503294
3450000-102-2003-00012,3450000,128.60586514446908,35.904381475847124
3450000-102-1999-00004,3450000,128.60181239918234,35.876342796813276
3450000-102-2016-00006,3450000,128.55739032992093,35.943125120552416
3450000-102-2015-00002,3450000,128.61454198988298,35.89441530945286
3450000-102-2015-00003,3450000,128.6146828656129,35.89453361211552
3450000-102-2005-00002,3450000,128.59949773516072,35.87571069906873
3450000-102-2006-00005,3450000,128.61675909530211,35.893524264638465
3450000-102-2006-00003,3450000,128.61486529377245,35.89441960524842
3450000-102-2006-00008,3450000,128.61412437920805,35.895307106510074
3450000-102-2003-00003,3450000,128.54645891584383,35.93380021081998
3450000-102-2003-00005,3450000,128.54592969604974,35.91589119904598
3450000-102-2008-00005,3450000,128.61495666432702,35.894653277101945
3450000-102-2003-00010,3450000,128.6145343484425,35.89527084946228
3450000-102-2001-00026,3450000,128.6159662806932,35.89414493747637
3450000-102-2001-00007,3450000,128.60390553677874,35.87713561268014
3450000-102-2002-00014,3450000,128.60567662017047,35.90465541401587
3450000-102-2004-00005,3450000,128.5454301730404,35.93464017167857
3450000-102-2007-00004,3450000,128.56268167031268,35.88918475631967
3450000-102-2011-00001,3450000,128.55896654880706,35.943603226840786
3450000-102-2008-00002,3450000,128.55673048087377,35.94320616841486
3450000-102-2008-00004,3450000,128.55896654880706,35.943603226840786
3450000-102-2008-00009,3450000,128.61138624522036,35.895853996889166
3450000-102-2008-00010,3450000,128.6085279588436,35.90684106954765
3450000-102-2003-00013,3450000,128.61383087560577,35.89553757663886
3450000-102-2011-00005,3450000,128.55977427303154,35.94312687010004
3450000-102-2003-00014,3450000,128.55858918880404,35.94360960081473
3450000-102-2010-00001,3450000,128.55665463154247,35.94282804477028
3450000-102-2010-00002,3450000,128.55831327527633,35.94364363653788
3450000-102-2011-00004,3450000,128.5601959980301,35.94237875827248
3450000-102-2011-00007,3450000,128.55883746772992,35.94294370577105
3450000-102-2011-00003,3450000,128.5590687617305,35.94291290592899
3450000-102-2009-00001,3450000,128.61763318095723,35.89293140896365
3450000-102-2009-00002,3450000,128.61373133149425,35.89561821645986
3450000-102-2011-00006,3450000,128.55502645526977,35.9439787663617
3650000-102-1984-00023,3650000,127.41768259039515,36.33019175581678
3650000-102-1984-00026,3650000,127.42554073194391,36.32768015558335
3650000-102-1985-00001,3650000,127.38703071934829,36.314085618253685
3650000-102-1983-00015,3650000,127.42656119195388,36.32747341321402
3650000-102-1985-00005,3650000,127.38613475051741,36.31582304006084
3650000-102-1997-00001,3650000,127.39001397618858,36.316231288173206
3650000-102-1998-00007,3650000,127.40792421944307,36.32278164943312
3650000-102-1984-00010,3650000,127.39037606464755,36.31633002879753
3650000-102-1984-00012,3650000,127.42488488230835,36.330227318031525
3650000-102-1988-00004,3650000,127.39024689520097,36.31629870954051
3650000-102-1987-00015,3650000,127.38795119010962,36.315564228030105
3650000-102-1988-00009,3650000,127.3928242868493,36.31753420813416
3650000-102-1988-00010,3650000,127.38791324560182,36.31569700439944
3650000-102-1988-00011,3650000,127.39319569069691,36.316727326737954
3650000-102-1994-00001,3650000,127.38880763121149,36.314941340813476
3650000-102-1996-00011,3650000,127.41775977488938,36.33503811237343
3650000-102-1999-00003,3650000,127.38818314982686,36.314765802473
3650000-102-1999-00001,3650000,127.43114168386327,36.32265119957533
3650000-102-1987-00017,3650000,127.39144138878459,36.31734389404824
3650000-102-1987-00007,3650000,127.38828189344345,36.31577006776461
3650000-102-1998-00005,3650000,127.38855667057848,36.3157501811399
3650000-102-1998-00004,3650000,127.38828189344345,36.31577006776461
3650000-102-1998-00002,3650000,127.3886277746743,36.31581396158611
3650000-102-2000-00017,3650000,127.4265307607345,36.32598545064575
3650000-102-2001-00002,3650000,127.40753757854188,36.32226606675569
3650000-102-2001-00003,3650000,127.41831282384003,36.329817253266235
3650000-102-2001-00015,3650000,127.42118196627663,36.3260715879762
3650000-102-1989-00005,3650000,127.42575439329283,36.32799387320202
3650000-102-1989-00006,3650000,127.38762025688365,36.315086604560506
3650000-102-2000-00002,3650000,127.41687934510655,36.33101998299961
3650000-102-2000-00001,3650000,127.42065073743306,36.329666911036504
3650000-102-2002-00012,3650000,127.42175044753039,36.32698161068586
3650000-102-2002-00013,3650000,127.41223035218967,36.32145628257099
3650000-102-2005-00003,3650000,127.4218290264606,36.32686588412028
3650000-102-2006-00004,3650000,127.4198324530851,36.329283012739495
3650000-102-2007-00002,3650000,127.41940534729316,36.32854689474468
3650000-102-2007-00004,3650000,127.4208731002216,36.32616025819917
3650000-102-2007-00005,3650000,127.41865725602226,36.330299639033804
3650000-102-2007-00006,3650000,127.42156348589566,36.32674984502224
3650000-102-2008-00002,3650000,127.42164358435691,36.3259591384662
3650000-102-2008-00003,3650000,127.42061471582045,36.326374168611935
3650000-102-2009-00001,3650000,127.42623733245182,36.326183831530514
3650000-102-2009-00002,3650000,127.38880763121149,36.314941340813476
3650000-102-2012-00001,3650000,127.4230918923798,36.32911828667054
3650000-102-2012-00003,3650000,127.41844307016466,36.32992698765435
3650000-102-2013-00002,3650000,127.41206984011696,36.32136063257567
3650000-102-2016-00001,3650000,127.42156348589566,36.32674984502224
3650000-102-2018-00001,3650000,127.4190711205876,36.33069536124979
3730000-102-2004-00002,3730000,129.287326540703,35.40856446125729
3730000-102-2004-00003,3730000,129.287326540703,35.40856446125729
3730000-102-2004-00004,3730000,129.11920307630322,35.564621036992676
3730000-102-2004-00005,3730000,129.30650366778906,35.43582756138454
3730000-102-2003-00014,3730000,129.1207223342603,35.565219231641954
3730000-102-2003-00015,3730000,129.1196216991226,35.56450337529677
3730000-102-2004-00006,3730000,129.12426956569124,35.56477652817772
3730000-102-2004-00007,3730000,129.1196216991226,35.56450337529677
3700000-102-2006-00015,3700000,129.33020596653526,35.52283788476273
3730000-102-2006-00006,3730000,129.28649813387355,35.40877194553903
3700000-102-2007-00008,3700000,129.34605561287134,35.54079065066663
3700000-102-2007-00009,3700000,129.32833490493027,35.53713422351458
3700000-102-2007-00010,3700000,129.34605561287134,35.54079065066663
3700000-102-2007-00011,3700000,129.34605561287134,35.54079065066663
3700000-102-2007-00012,3700000,129.32873274098023,35.52544278586849
3700000-102-2011-00009,3700000,129.333620897508,35.53813746477622
3700000-102-2009-00017,3700000,129.25606741104966,35.548527526640136
3700000-102-2009-00020,3700000,129.34320490778842,35.54083269987725
3700000-102-2009-00022,3700000,129.3437067703197,35.540827776522896
3700000-102-2009-00024,3700000,129.3428686237898,35.540839615081495
3700000-102-2009-00025,3700000,129.34229481576014,35.540671724913054
3700000-102-2011-00014,3700000,129.33704146507606,35.54106443279199
3700000-102-2011-00016,3700000,129.32908038693571,35.5393286955009
3730000-102-2005-00002,3730000,129.12321236472573,35.56505567819696
3730000-102-2005-00003,3730000,129.3425846093379,35.38365317121961
3730000-102-2005-00004,3730000,129.12214367009705,35.564473684346794
3730000-102-2006-00001,3730000,129.12380470351843,35.565355329437324
3730000-102-2006-00002,3730000,129.08445645344645,35.506801040282504
3730000-102-2006-00003,3730000,129.123116203589,35.566187056565056
3730000-102-2006-00005,3730000,129.28649813387355,35.40877194553903
3730000-102-2007-00001,3730000,129.1222037992109,35.56537894706216
3730000-102-2007-00008,3730000,129.12282260124448,35.56428422311772
3730000-102-2007-00009,3730000,129.1227638866125,35.56516283221547
3730000-102-2007-00010,3730000,129.2871156195874,35.40842656728292
3730000-102-2007-00011,3730000,129.28694668396878,35.408469080383256
3730000-102-2007-00012,3730000,129.1235226608488,35.56533177733414
3730000-102-2007-00013,3730000,129.11867198531283,35.56488300366396
3730000-102-2007-00014,3730000,129.12364607960893,35.56526378974422
3730000-102-2008-00002,3730000,129.23811572883181,35.573526754667384
3730000-102-2008-00003,3730000,129.34751758242908,35.35592906690317
3730000-102-2008-00004,3730000,129.23811572883181,35.573526754667384
3700000-102-2006-00032,3700000,129.30681644480225,35.547495988527075
3700000-102-2006-00035,3700000,129.32917725593674,35.52435288005898
3700000-102-2006-00033,3700000,129.32882304701351,35.524949991830894
3730000-102-2008-00006,3730000,129.2864196319656,35.40825521719125
3730000-102-2008-00007,3730000,129.2864196319656,35.40825521719125
3730000-102-2008-00008,3730000,129.30728262897506,35.43453194382792
3730000-102-2009-00002,3730000,129.34219076138984,35.383827191113966
3700000-102-2009-00027,3700000,129.32934987554984,35.52429352428735
3700000-102-2009-00028,3700000,129.34229481576014,35.540671724913054
3700000-102-2009-00029,3700000,129.3437067703197,35.540827776522896
