id,left,top,right,bottom,bus
2051583,951011.862135398201644,1949887.256700000027195,951242.802243074052967,1949687.256700000027195,2
2051577,951011.862135398201644,1951087.256700000027195,951242.802243074052967,1950887.256700000027195,7
2051576,951011.862135398201644,1951287.256700000027195,951242.802243074052967,1951087.256700000027195,0
2051557,951011.862135398201644,1955087.256700000027195,951242.802243074052967,1954887.256700000027195,3
2051556,951011.862135398201644,1955287.256700000027195,951242.802243074052967,1955087.256700000027195,1
2051559,951011.862135398201644,1954687.256700000027195,951242.802243074052967,1954487.256700000027195,1
2051555,951011.862135398201644,1955487.256700000027195,951242.802243074052967,1955287.256700000027195,3
2051561,951011.862135398201644,1954287.256700000027195,951242.802243074052967,1954087.256700000027195,0
2051620,951011.862135398201644,1942487.256700000027195,951242.802243074052967,1942287.256700000027195,3
2051617,951011.862135398201644,1943087.256700000027195,951242.802243074052967,1942887.256700000027195,4
2051616,951011.862135398201644,1943287.256700000027195,951242.802243074052967,1943087.256700000027195,6
2051619,951011.862135398201644,1942687.256700000027195,951242.802243074052967,1942487.256700000027195,2
2051618,951011.862135398201644,1942887.256700000027195,951242.802243074052967,1942687.256700000027195,2
2051605,951011.862135398201644,1945487.256700000027195,951242.802243074052967,1945287.256700000027195,2
2051604,951011.862135398201644,1945687.256700000027195,951242.802243074052967,1945487.256700000027195,5
2051607,951011.862135398201644,1945087.256700000027195,951242.802243074052967,1944887.256700000027195,3
2051606,951011.862135398201644,1945287.256700000027195,951242.802243074052967,1945087.256700000027195,6
2051601,951011.862135398201644,1946287.256700000027195,951242.802243074052967,1946087.256700000027195,3
2051603,951011.862135398201644,1945887.256700000027195,951242.802243074052967,1945687.256700000027195,0
2051602,951011.862135398201644,1946087.256700000027195,951242.802243074052967,1945887.256700000027195,0
2051615,951011.862135398201644,1943487.256700000027195,951242.802243074052967,1943287.256700000027195,3
2051588,951011.862135398201644,1948887.256700000027195,951242.802243074052967,1948687.256700000027195,2
2051587,951011.862135398201644,1949087.256700000027195,951242.802243074052967,1948887.256700000027195,2
2051586,951011.862135398201644,1949287.256700000027195,951242.802243074052967,1949087.256700000027195,6
2051599,951011.862135398201644,1946687.256700000027195,951242.802243074052967,1946487.256700000027195,0
2048148,950665.451973884366453,1943287.256700000027195,950896.392081560217775,1943087.256700000027195,3
2048151,950665.451973884366453,1942687.256700000027195,950896.392081560217775,1942487.256700000027195,3
2048150,950665.451973884366453,1942887.256700000027195,950896.392081560217775,1942687.256700000027195,4
2048146,950665.451973884366453,1943687.256700000027195,950896.392081560217775,1943487.256700000027195,2
2048157,950665.451973884366453,1941487.256700000027195,950896.392081560217775,1941287.256700000027195,2
2048152,950665.451973884366453,1942487.256700000027195,950896.392081560217775,1942287.256700000027195,3
2048133,950665.451973884366453,1946287.256700000027195,950896.392081560217775,1946087.256700000027195,5
2048132,950665.451973884366453,1946487.256700000027195,950896.392081560217775,1946287.256700000027195,0
2048135,950665.451973884366453,1945887.256700000027195,950896.392081560217775,1945687.256700000027195,0
2048134,950665.451973884366453,1946087.256700000027195,950896.392081560217775,1945887.256700000027195,0
2048141,950665.451973884366453,1944687.256700000027195,950896.392081560217775,1944487.256700000027195,4
2048143,950665.451973884366453,1944287.256700000027195,950896.392081560217775,1944087.256700000027195,5
2048142,950665.451973884366453,1944487.256700000027195,950896.392081560217775,1944287.256700000027195,7
2048137,950665.451973884366453,1945487.256700000027195,950896.392081560217775,1945287.256700000027195,1
2048136,950665.451973884366453,1945687.256700000027195,950896.392081560217775,1945487.256700000027195,3
2048138,950665.451973884366453,1945287.256700000027195,950896.392081560217775,1945087.256700000027195,1
2048117,950665.451973884366453,1949487.256700000027195,950896.392081560217775,1949287.256700000027195,0
2048113,950665.451973884366453,1950287.256700000027195,950896.392081560217775,1950087.256700000027195,2
2048115,950665.451973884366453,1949887.256700000027195,950896.392081560217775,1949687.256700000027195,2
2048120,950665.451973884366453,1948887.256700000027195,950896.392081560217775,1948687.256700000027195,1
2048109,950665.451973884366453,1951087.256700000027195,950896.392081560217775,1950887.256700000027195,3
2048108,950665.451973884366453,1951287.256700000027195,950896.392081560217775,1951087.256700000027195,5
2048106,950665.451973884366453,1951687.256700000027195,950896.392081560217775,1951487.256700000027195,3
2048092,950665.451973884366453,1954487.256700000027195,950896.392081560217775,1954287.256700000027195,0
2048094,950665.451973884366453,1954087.256700000027195,950896.392081560217775,1953887.256700000027195,1
2048089,950665.451973884366453,1955087.256700000027195,950896.392081560217775,1954887.256700000027195,0
2048091,950665.451973884366453,1954687.256700000027195,950896.392081560217775,1954487.256700000027195,1
2048090,950665.451973884366453,1954887.256700000027195,950896.392081560217775,1954687.256700000027195,5
4145621,1160070.394608961883932,1729987.256700000027195,1160301.334716637851670,1729787.256700000027195,2
4145622,1160070.394608961883932,1729787.256700000027195,1160301.334716637851670,1729587.256700000027195,1
4145628,1160070.394608961883932,1728587.256700000027195,1160301.334716637851670,1728387.256700000027195,0
4145615,1160070.394608961883932,1731187.256700000027195,1160301.334716637851670,1730987.256700000027195,2
2572581,1002973.386362464516424,1790287.256700000027195,1003204.326470140484162,1790087.256700000027195,0
3621796,1107762.460220381617546,1761387.256700000027195,1107993.400328057585284,1761187.256700000027195,2
3621784,1107762.460220381617546,1763787.256700000027195,1107993.400328057585284,1763587.256700000027195,4
3621716,1107762.460220381617546,1777387.256700000027195,1107993.400328057585284,1777187.256700000027195,0
2048774,950665.451973884366453,1818087.256700000027195,950896.392081560217775,1817887.256700000027195,0
2049892,950838.657054641167633,1941387.256700000027195,951069.597162317135371,1941187.256700000027195,0
2049876,950838.657054641167633,1944587.256700000027195,951069.597162317135371,1944387.256700000027195,0
2049873,950838.657054641167633,1945187.256700000027195,951069.597162317135371,1944987.256700000027195,2
2049872,950838.657054641167633,1945387.256700000027195,951069.597162317135371,1945187.256700000027195,2
2049875,950838.657054641167633,1944787.256700000027195,951069.597162317135371,1944587.256700000027195,0
2049874,950838.657054641167633,1944987.256700000027195,951069.597162317135371,1944787.256700000027195,4
2049885,950838.657054641167633,1942787.256700000027195,951069.597162317135371,1942587.256700000027195,0
2049884,950838.657054641167633,1942987.256700000027195,951069.597162317135371,1942787.256700000027195,0
2049887,950838.657054641167633,1942387.256700000027195,951069.597162317135371,1942187.256700000027195,3
2049886,950838.657054641167633,1942587.256700000027195,951069.597162317135371,1942387.256700000027195,0
2049882,950838.657054641167633,1943387.256700000027195,951069.597162317135371,1943187.256700000027195,4
2049869,950838.657054641167633,1945987.256700000027195,951069.597162317135371,1945787.256700000027195,2
2049868,950838.657054641167633,1946187.256700000027195,951069.597162317135371,1945987.256700000027195,2
2049871,950838.657054641167633,1945587.256700000027195,951069.597162317135371,1945387.256700000027195,0
2049870,950838.657054641167633,1945787.256700000027195,951069.597162317135371,1945587.256700000027195,1
2049845,950838.657054641167633,1950787.256700000027195,951069.597162317135371,1950587.256700000027195,2
2049847,950838.657054641167633,1950387.256700000027195,951069.597162317135371,1950187.256700000027195,2
2049840,950838.657054641167633,1951787.256700000027195,951069.597162317135371,1951587.256700000027195,4
2049842,950838.657054641167633,1951387.256700000027195,951069.597162317135371,1951187.256700000027195,0
2049852,950838.657054641167633,1949387.256700000027195,951069.597162317135371,1949187.256700000027195,2
2049854,950838.657054641167633,1948987.256700000027195,951069.597162317135371,1948787.256700000027195,0
2049848,950838.657054641167633,1950187.256700000027195,951069.597162317135371,1949987.256700000027195,0
2049850,950838.657054641167633,1949787.256700000027195,951069.597162317135371,1949587.256700000027195,2
2049824,950838.657054641167633,1954987.256700000027195,951069.597162317135371,1954787.256700000027195,4
2049826,950838.657054641167633,1954587.256700000027195,951069.597162317135371,1954387.256700000027195,4
2049839,950838.657054641167633,1951987.256700000027195,951069.597162317135371,1951787.256700000027195,0
2049814,950838.657054641167633,1956987.256700000027195,951069.597162317135371,1956787.256700000027195,2
2055094,951358.272296912036836,1941287.256700000027195,951589.212404587771744,1941087.256700000027195,1
2055088,951358.272296912036836,1942487.256700000027195,951589.212404587771744,1942287.256700000027195,4
2055077,951358.272296912036836,1944687.256700000027195,951589.212404587771744,1944487.256700000027195,4
2055078,951358.272296912036836,1944487.256700000027195,951589.212404587771744,1944287.256700000027195,0
2055073,951358.272296912036836,1945487.256700000027195,951589.212404587771744,1945287.256700000027195,3
2055072,951358.272296912036836,1945687.256700000027195,951589.212404587771744,1945487.256700000027195,5
2055075,951358.272296912036836,1945087.256700000027195,951589.212404587771744,1944887.256700000027195,0
2055074,951358.272296912036836,1945287.256700000027195,951589.212404587771744,1945087.256700000027195,2
2055084,951358.272296912036836,1943287.256700000027195,951589.212404587771744,1943087.256700000027195,2
2055087,951358.272296912036836,1942687.256700000027195,951589.212404587771744,1942487.256700000027195,4
2055086,951358.272296912036836,1942887.256700000027195,951589.212404587771744,1942687.256700000027195,1
2055060,951358.272296912036836,1948087.256700000027195,951589.212404587771744,1947887.256700000027195,1
2055057,951358.272296912036836,1948687.256700000027195,951589.212404587771744,1948487.256700000027195,2
2055059,951358.272296912036836,1948287.256700000027195,951589.212404587771744,1948087.256700000027195,0
2055070,951358.272296912036836,1946087.256700000027195,951589.212404587771744,1945887.256700000027195,6
2055045,951358.272296912036836,1951087.256700000027195,951589.212404587771744,1950887.256700000027195,5
2055043,951358.272296912036836,1951487.256700000027195,951589.212404587771744,1951287.256700000027195,4
2055052,951358.272296912036836,1949687.256700000027195,951589.212404587771744,1949487.256700000027195,4
2055054,951358.272296912036836,1949287.256700000027195,951589.212404587771744,1949087.256700000027195,0
2055031,951358.272296912036836,1953887.256700000027195,951589.212404587771744,1953687.256700000027195,2
2055030,951358.272296912036836,1954087.256700000027195,951589.212404587771744,1953887.256700000027195,2
2055022,951358.272296912036836,1955687.256700000027195,951589.212404587771744,1955487.256700000027195,0
2055016,951358.272296912036836,1956887.256700000027195,951589.212404587771744,1956687.256700000027195,0
2055018,951358.272296912036836,1956487.256700000027195,951589.212404587771744,1956287.256700000027195,3
4152555,1160763.214931989321485,1730387.256700000027195,1160994.155039665289223,1730187.256700000027195,0
2055603,951358.272296912036836,1839487.256700000027195,951589.212404587771744,1839287.256700000027195,2
3628721,1108455.280543409287930,1763587.256700000027195,1108686.220651085255668,1763387.256700000027195,0
3628732,1108455.280543409287930,1761387.256700000027195,1108686.220651085255668,1761187.256700000027195,4
3628731,1108455.280543409287930,1761587.256700000027195,1108686.220651085255668,1761387.256700000027195,0
3628717,1108455.280543409287930,1764387.256700000027195,1108686.220651085255668,1764187.256700000027195,0
3628716,1108455.280543409287930,1764587.256700000027195,1108686.220651085255668,1764387.256700000027195,0
2055808,951358.272296912036836,1798487.256700000027195,951589.212404587771744,1798287.256700000027195,0
2052133,951011.862135398201644,1839887.256700000027195,951242.802243074052967,1839687.256700000027195,0
3625264,1108108.870381895452738,1761387.256700000027195,1108339.810489571420476,1761187.256700000027195,2
3625267,1108108.870381895452738,1760787.256700000027195,1108339.810489571420476,1760587.256700000027195,0
3625266,1108108.870381895452738,1760987.256700000027195,1108339.810489571420476,1760787.256700000027195,0
3625252,1108108.870381895452738,1763787.256700000027195,1108339.810489571420476,1763587.256700000027195,4
3625255,1108108.870381895452738,1763187.256700000027195,1108339.810489571420476,1762987.256700000027195,0
3625249,1108108.870381895452738,1764387.256700000027195,1108339.810489571420476,1764187.256700000027195,0
3625250,1108108.870381895452738,1764187.256700000027195,1108339.810489571420476,1763987.256700000027195,4
2053361,951185.067216155235656,1941187.256700000027195,951416.007323830970563,1940987.256700000027195,5
2053351,951185.067216155235656,1943187.256700000027195,951416.007323830970563,1942987.256700000027195,0
2053350,951185.067216155235656,1943387.256700000027195,951416.007323830970563,1943187.256700000027195,0
2053353,951185.067216155235656,1942787.256700000027195,951416.007323830970563,1942587.256700000027195,2
2053355,951185.067216155235656,1942387.256700000027195,951416.007323830970563,1942187.256700000027195,0
2053354,951185.067216155235656,1942587.256700000027195,951416.007323830970563,1942387.256700000027195,0
2053334,951185.067216155235656,1946587.256700000027195,951416.007323830970563,1946387.256700000027195,0
2053341,951185.067216155235656,1945187.256700000027195,951416.007323830970563,1944987.256700000027195,5
2053343,951185.067216155235656,1944787.256700000027195,951416.007323830970563,1944587.256700000027195,0
2053342,951185.067216155235656,1944987.256700000027195,951416.007323830970563,1944787.256700000027195,4
2053339,951185.067216155235656,1945587.256700000027195,951416.007323830970563,1945387.256700000027195,1
2053318,951185.067216155235656,1949787.256700000027195,951416.007323830970563,1949587.256700000027195,4
2053312,951185.067216155235656,1950987.256700000027195,951416.007323830970563,1950787.256700000027195,0
2053321,951185.067216155235656,1949187.256700000027195,951416.007323830970563,1948987.256700000027195,1
2053320,951185.067216155235656,1949387.256700000027195,951416.007323830970563,1949187.256700000027195,4
2053323,951185.067216155235656,1948787.256700000027195,951416.007323830970563,1948587.256700000027195,3
2053296,951185.067216155235656,1954187.256700000027195,951416.007323830970563,1953987.256700000027195,6
2053305,951185.067216155235656,1952387.256700000027195,951416.007323830970563,1952187.256700000027195,0
2053295,951185.067216155235656,1954387.256700000027195,951416.007323830970563,1954187.256700000027195,0
2053291,951185.067216155235656,1955187.256700000027195,951416.007323830970563,1954987.256700000027195,5
2053290,951185.067216155235656,1955387.256700000027195,951416.007323830970563,1955187.256700000027195,5
2053866,951185.067216155235656,1840187.256700000027195,951416.007323830970563,1839987.256700000027195,2
4150822,1160590.009851232403889,1730087.256700000027195,1160820.949958908371627,1729887.256700000027195,0
