사고번호,기온,강수량,풍속
2021083000100510,25.3,0.0,1.6
2021083000100512,25.3,0.0,1.6
2021083000100531,25.1,0.0,2.0
2021083100100011,24.5,0.0,1.1
2021083100100035,24.6,0.0,0.9
2021083100100105,26.6,0.0,0.5
2021083100100169,26.8,0.0,2.6
2021083100100197,27.9,0.1,2.4
2021083100100322,28.4,0.0,3.0
2021083100100375,27.9,0.0,1.9
2021083100100376,27.9,0.0,1.9
2021083100100380,27.9,0.0,1.9
2021083100100406,26.9,0.0,2.4
2021083100100407,26.9,0.0,2.4
2021083100100449,26.0,0.0,2.2
2021083100100552,25.4,0.0,1.9
2021083100100603,25.4,0.0,1.9
2021090100100170,26.9,0.0,8.1
2021090100100207,26.6,0.0,6.9
2021090100100345,27.7,0.0,6.5
2021090100100375,27.4,0.0,3.6
2021090100100481,22.0,0.2,2.4
2021090200100179,23.1,0.0,2.0
2021090200100181,23.1,0.0,2.0
2021090200100208,24.3,0.0,2.0
2021090200100236,23.7,0.0,2.1
2021090200100312,22.2,0.0,3.1
2021090200100394,20.9,0.9,3.4
2021090200100395,20.9,0.9,3.4
2021090300100110,21.5,0.0,4.2
2021090300100177,24.4,0.0,3.1
2021090300100205,24.4,0.0,2.9
2021090300100351,23.9,0.0,3.0
2021090300100404,22.7,0.0,3.1
2021090300100459,21.8,0.0,3.9
2021090300100461,21.8,0.0,3.9
2021090300100503,21.7,0.0,3.8
2021090400100005,21.7,0.0,2.7
2021090400100177,26.2,0.0,2.3
2021090400100405,22.8,0.0,3.7
2021090400100434,22.4,0.0,2.1
2021090400100435,22.4,0.0,2.1
2021090400100458,22.3,0.0,3.1
2021090500100014,21.3,0.0,3.5
2021090500100018,21.4,0.0,2.4
2021090500100071,26.0,0.0,2.7
2021090500100190,23.0,0.0,3.5
2021090500100307,22.7,0.0,2.5
2021090500100347,22.5,0.0,3.4
2021090600100004,22.0,0.0,2.2
2021090600100008,22.0,0.0,2.1
2021090600100240,24.8,0.0,3.3
2021090600100273,25.6,0.0,4.4
2021090600100303,25.4,0.0,4.0
2021090600100411,23.8,0.0,4.6
2021090600100500,22.4,0.0,3.5
2021090600100565,21.6,0.7,3.4
2021090700100004,22.5,0.0,3.3
2021090700100022,21.6,0.0,2.5
2021090700100041,22.2,0.0,1.1
2021090700100493,25.1,0.0,5.0
2021090700100562,24.7,0.0,4.2
2021090800100202,25.2,0.0,2.1
2021090800100235,27.2,0.0,1.2
2021090800100237,27.2,0.0,1.2
2021090800100264,27.7,0.0,2.5
2021090800100266,27.7,0.0,2.5
2021090800100496,24.4,0.0,2.4
2021090900100043,22.1,0.0,3.8
2021090900100076,23.4,0.0,1.5
2021090900100177,26.5,0.0,2.4
2021090900100291,27.2,0.0,2.9
2021090900100440,24.6,0.0,2.6
2021090900100441,24.6,0.0,2.6
2021090900100520,23.6,0.0,0.2
2021091000100058,22.4,0.0,0.3
2021091000100311,23.7,0.0,2.1
2021091000100312,23.7,0.0,2.1
2021091000100398,23.6,0.0,2.6
2021091000100459,23.2,0.0,2.7
2021091000100593,22.1,0.0,2.3
2021091000100594,22.1,0.0,2.3
2021091000100622,21.6,0.0,2.3
2021091000100657,21.8,0.0,3.1
2021091000100658,21.8,0.0,3.1
2021091100100003,22.0,0.0,2.9
2021091100100056,22.5,0.0,3.7
2021091100100213,27.8,0.0,3.4
2021091100100214,27.8,0.0,3.4
2021091100100272,27.9,0.0,4.0
2021091100100322,27.0,0.0,2.9
2021091100100423,28.3,0.0,2.1
2021091100100506,26.1,0.0,2.1
2021091100100549,24.6,0.0,1.7
2021091100100659,23.7,0.0,0.3
2021091100100690,23.5,0.0,0.3
2021091200100002,23.0,0.0,0.0
2021091200100067,27.5,0.0,1.0
2021091200100142,28.2,0.0,3.1
2021091200100179,28.1,0.0,2.8
2021091200100285,26.1,0.0,2.5
2021091200100286,26.1,0.0,2.5
2021091200100328,25.1,0.0,2.9
2021091200100364,24.3,0.0,3.4
2021091200100395,24.0,0.0,3.2
2021091200100436,23.6,0.0,2.9
2021091300100071,23.4,0.0,3.3
2021091300100325,25.0,0.0,3.9
2021091300100369,24.7,0.0,4.4
2021091300100486,23.4,0.0,3.5
2021091300100662,23.1,0.0,3.4
2021091400100001,23.0,0.0,3.5
2021091400100038,20.8,0.5,2.6
2021091400100055,21.1,0.1,2.8
2021091400100266,21.7,1.6,2.5
2021091400100394,22.6,1.3,3.7
2021091400100497,21.4,1.6,4.1
2021091400100587,21.6,0.0,3.8
2021091400100639,21.8,0.0,4.3
2021091400100722,21.1,0.0,5.6
2021091400100724,21.1,0.0,5.6
2021091500100269,25.4,0.0,6.6
2021091500100270,25.4,0.0,6.6
2021091500100342,25.6,0.0,6.3
2021091500100446,24.4,0.0,5.4
2021091500100558,23.0,0.0,4.3
2021091500100559,23.0,0.0,4.3
2021091500100615,22.3,0.0,5.8
2021091500100616,22.3,0.0,5.8
2021091500100618,22.3,0.0,5.8
2021091500100620,22.3,0.0,5.8
2021091500100663,21.9,0.0,5.4
2021091500100725,21.8,0.0,4.3
2021091600100002,21.5,0.0,4.0
2021091600100230,23.4,0.0,3.7
2021091600100369,23.1,0.0,4.3
2021091600100499,23.1,0.0,4.2
2021091600100665,22.9,0.0,3.9
2021091700100075,20.1,6.2,3.8
2021091700100652,20.4,0.0,6.8
2021091700100774,20.5,0.1,2.5
2021091800100003,20.1,0.0,1.2
2021091800100024,19.8,0.0,0.0
2021091800100086,23.3,0.0,3.0
2021091800100235,26.8,0.0,2.1
2021091800100238,26.8,0.0,2.1
2021091800100372,25.0,0.0,3.3
2021091800100461,24.6,0.0,2.6
2021091800100512,23.2,0.0,2.3
2021091800100513,23.2,0.0,2.3
2021091800100553,22.3,0.0,2.3
2021091800100626,21.5,0.0,2.4
2021091900100035,19.4,0.0,1.7
2021091900100112,24.8,0.0,4.1
2021091900100162,27.7,0.0,2.0
2021091900100199,26.8,0.0,3.4
2021091900100371,22.1,0.0,3.6
2021092000100178,27.1,0.0,3.4
2021092000100454,22.7,0.0,2.2
2021092100100013,23.2,0.0,2.0
2021092100100086,22.6,1.5,6.7
2021092100100087,22.6,1.5,6.7
2021092100100114,23.3,0.6,8.1
2021092100100139,23.0,0.1,7.0
2021092100100260,23.4,0.0,2.5
2021092200100062,23.0,0.0,5.2
2021092200100070,24.3,0.0,5.2
2021092200100141,26.7,0.0,4.5
2021092200100204,24.6,0.0,3.8
2021092200100234,24.4,0.0,3.8
2021092200100258,24.9,0.0,3.8
2021092200100313,22.9,0.0,2.9
2021092200100345,22.7,0.0,3.9
2021092200100347,22.7,0.0,3.9
2021092200100389,23.0,0.0,2.4
2021092300100024,19.4,0.0,1.6
2021092300100026,19.4,0.0,1.6
2021092300100045,20.0,0.0,1.8
2021092300100101,22.6,0.0,3.0
2021092300100212,25.6,0.0,3.0
2021092300100282,26.6,0.0,3.6
2021092300100402,26.3,0.0,0.6
2021092300100403,26.3,0.0,0.6
2021092300100535,22.4,0.0,0.0
2021092400100002,21.2,0.0,1.5
2021092400100005,20.6,0.0,2.0
2021092400100040,20.0,0.0,1.6
2021092400100194,26.0,0.0,2.9
2021092400100223,26.1,0.0,3.5
2021092400100225,26.1,0.0,3.5
2021092400100378,23.1,0.0,3.5
2021092400100379,23.1,0.0,3.5
2021092400100381,23.1,0.0,3.5
2021092400100382,23.1,0.0,3.5
2021092400100532,20.4,0.0,2.8
2021092500100083,24.3,0.0,4.3
2021092500100399,22.0,0.0,3.9
2021092500100475,21.3,0.0,2.8
2021092600100024,21.2,0.0,2.8
2021092600100144,24.1,0.0,3.6
2021092600100203,23.3,0.0,4.7
2021092600100233,23.5,0.0,3.8
2021092600100324,21.0,0.0,3.3
2021092600100326,21.0,0.0,3.3
2021092700100012,20.1,0.0,3.3
2021092700100129,23.0,0.0,2.6
2021092700100164,24.4,0.0,3.0
2021092700100204,25.4,0.0,3.7
2021092700100231,25.1,0.0,3.7
2021092700100294,24.9,0.0,3.4
2021092700100296,24.9,0.0,3.4
2021092700100332,24.6,0.0,3.2
2021092700100406,22.1,0.0,3.4
2021092700100407,22.1,0.0,3.4
2021092700100507,20.5,0.0,2.4
2021092700100546,20.4,0.0,2.9
2021092800100161,24.8,0.0,1.9
2021092800100190,25.2,0.0,2.7
2021092800100505,22.5,0.0,2.3
2021092900100055,22.1,0.0,0.0
2021092900100146,26.1,0.0,2.9
2021092900100276,26.8,0.0,7.5
2021092900100304,26.6,0.0,5.7
2021092900100374,25.1,0.2,5.5
2021092900100483,24.7,0.0,4.8
2021092900100484,24.7,0.0,4.8
2021092900100489,24.7,0.0,4.8
2021092900100490,24.7,0.0,4.8
2021092900100529,24.2,0.4,3.5
2021092900100627,22.5,1.0,4.7
2021093000100002,22.3,0.0,3.2
2021093000100167,21.5,0.0,2.4
2021093000100191,22.3,0.0,2.5
2021093000100265,23.6,0.0,2.8
2021093000100266,23.6,0.0,2.8
2021093000100345,24.7,0.0,2.5
2021093000100389,25.2,0.0,2.5
2021093000100440,24.9,0.0,2.7
2021093000100441,24.9,0.0,2.7
2021093000100551,22.2,0.0,2.8
2021093000100553,22.2,0.0,2.8
2021093000100633,20.5,0.0,2.0
2021100100100049,19.0,0.0,1.4
2021100100100184,25.4,0.0,2.4
2021100100100220,26.2,0.0,3.0
2021100100100263,26.2,0.0,2.9
2021100100100340,25.0,0.0,4.9
2021100100100394,24.8,0.0,3.8
2021100100100395,24.8,0.0,3.8
2021100100100396,24.8,0.0,3.8
2021100100100614,21.3,0.0,1.2
2021100100100698,21.0,0.0,2.5
2021100200100114,24.6,0.0,2.3
2021100200100201,27.1,0.0,1.9
2021100200100203,27.1,0.0,1.9
2021100200100248,27.6,0.0,2.7
2021100200100370,25.9,0.0,4.7
2021100200100501,23.1,0.0,2.3
2021100200100504,23.1,0.0,2.3
2021100200100570,22.1,0.0,0.3
2021100300100064,24.7,0.0,0.1
2021100300100065,24.7,0.0,0.1
2021100300100109,26.6,0.0,2.6
2021100300100181,27.8,0.0,3.6
2021100300100215,27.2,0.0,3.0
2021100300100285,26.3,0.0,2.4
2021100300100437,22.6,0.0,0.7
2021100300100468,22.0,0.0,0.0
2021100300100491,21.5,0.0,0.0
2021100400100069,24.7,0.0,6.7
2021100400100100,25.9,0.0,7.2
2021100400100111,27.0,0.0,7.0
2021100400100169,26.6,0.0,8.4
2021100400100200,26.9,0.0,7.9
2021100400100269,26.8,0.0,5.3
2021100400100307,25.2,0.0,8.2
2021100400100452,24.0,0.0,5.2
2021100500100018,22.2,0.0,2.3
2021100500100034,22.3,0.0,3.3
2021100500100259,27.8,0.0,5.5
2021100500100294,27.2,0.0,6.3
2021100500100297,27.2,0.0,6.3
2021100500100298,27.2,0.0,6.3
2021100500100380,27.0,0.0,4.6
2021100500100474,24.9,0.0,3.0
2021100500100475,24.9,0.0,3.0
2021100500100602,23.7,0.0,1.7
2021100500100652,22.8,0.0,1.9
2021100600100182,26.4,0.0,3.9
2021100600100436,23.4,0.0,2.4
2021100600100437,23.4,0.0,2.4
2021100600100553,22.4,0.0,1.9
2021100700100001,21.7,0.0,1.8
2021100700100005,21.5,0.0,0.5
2021100700100019,20.3,0.0,0.0
2021100700100082,21.9,0.0,2.6
2021100700100083,21.9,0.0,2.6
2021100700100216,26.4,0.0,4.8
2021100700100217,26.4,0.0,4.8
2021100700100287,26.3,0.0,4.9
2021100700100288,26.3,0.0,4.9
2021100700100353,26.0,0.0,4.0
2021100700100527,23.5,0.0,2.0
2021100700100569,22.6,0.0,1.3
2021100800100366,24.8,0.2,2.3
2021100800100367,24.8,0.2,2.3
2021100800100407,23.8,0.0,3.1
2021100800100542,22.5,0.0,2.2
2021100800100544,22.5,0.0,2.2
2021100800100603,22.3,0.0,2.5
2021100800100666,21.5,0.0,3.1
2021100900100178,25.7,0.0,2.5
2021100900100363,24.4,0.0,2.8
2021100900100419,23.6,0.0,2.3
2021100900100422,23.6,0.0,2.3
2021100900100468,23.3,0.0,2.5
2021100900100472,23.3,0.0,2.5
2021100900100500,23.0,0.0,2.6
2021100900100525,22.9,0.0,2.3
2021101000100104,27.0,0.0,3.9
2021101000100106,27.0,0.0,3.9
2021101000100166,27.4,0.0,3.3
2021101000100345,25.3,0.0,5.0
2021101100100008,24.7,0.0,4.6
2021101100100116,22.4,0.0,3.4
2021101100100216,20.6,0.0,4.2
2021101100100253,20.8,0.0,3.4
2021101100100361,18.6,0.0,3.1
2021101100100460,17.8,0.4,4.0
2021101200100020,18.0,0.0,5.1
2021101200100160,18.9,0.0,4.8
2021101200100161,18.9,0.0,4.8
2021101200100221,19.9,0.0,4.8
2021101200100297,19.2,0.0,4.8
2021101200100408,18.5,0.0,3.4
2021101200100591,17.6,0.0,3.9
2021101300100026,17.4,0.0,4.1
2021101300100044,17.5,0.0,3.6
2021101300100277,23.0,0.0,3.6
2021101300100316,22.2,0.0,4.6
2021101300100317,22.2,0.0,4.6
2021101300100504,20.0,0.0,3.3
2021101300100572,19.6,0.0,3.0
2021101400100181,24.4,0.0,1.0
2021101400100392,24.9,0.0,3.0
2021101400100395,24.9,0.0,3.0
2021101400100430,23.5,0.0,4.4
2021101400100538,21.4,0.0,1.9
2021101400100615,20.6,0.0,2.0
2021101400100618,20.6,0.0,2.0
2021101500100041,18.9,0.0,1.5
2021101500100066,21.2,0.0,0.6
2021101500100069,21.2,0.0,0.6
2021101500100118,23.5,0.0,1.5
2021101500100198,26.2,0.0,3.2
2021101500100235,26.4,0.0,2.9
2021101500100298,26.1,0.0,2.5
2021101500100299,26.1,0.0,2.5
2021101500100301,26.1,0.0,2.5
2021101500100366,24.0,0.0,2.4
2021101500100512,21.5,0.0,2.9
2021101500100564,21.2,0.0,2.1
2021101500100625,20.3,0.0,2.3
2021101600100051,18.1,0.5,0.7
2021101600100156,13.6,1.0,3.3
2021101600100182,13.7,0.7,5.9
2021101600100347,14.8,0.0,2.0
2021101600100381,14.7,0.0,0.8
2021101600100382,14.7,0.0,0.8
2021101600100496,12.3,0.0,5.6
2021101600100535,11.3,0.0,3.2
2021101700100005,10.2,0.0,7.3
2021101700100037,5.6,0.0,5.4
2021101700100179,15.9,0.0,2.7
2021101700100209,15.9,0.0,2.8
2021101700100263,14.4,0.0,2.8
2021101700100264,14.4,0.0,2.8
2021101700100309,11.8,0.0,4.0
2021101700100310,11.8,0.0,4.0
2021101700100378,10.4,0.0,1.5
2021101700100379,10.4,0.0,1.5
2021101700100380,10.4,0.0,1.5
2021101700100381,10.4,0.0,1.5
2021101800100052,7.6,0.0,1.5
2021101800100220,16.6,0.0,1.6
2021101800100294,19.3,0.0,2.6
2021101800100325,19.0,0.0,2.9
2021101900100153,17.1,0.0,1.9
2021101900100207,19.4,0.0,2.7
2021101900100208,19.4,0.0,2.7
2021101900100359,16.6,0.0,3.7
2021101900100360,16.6,0.0,3.7
2021101900100530,12.8,0.0,2.3
2021101900100562,12.2,0.0,4.6
2021102000100059,10.6,0.0,1.6
2021102000100195,17.5,0.0,2.0
2021102000100237,19.5,0.0,3.4
2021102000100522,14.2,0.0,3.0
2021102000100523,14.2,0.0,3.0
2021102100100133,12.4,1.7,2.6
2021102100100229,13.7,0.0,1.7
2021102100100265,14.5,0.1,1.8
2021102100100422,12.7,0.3,2.9
2021102100100423,12.7,0.3,2.9
2021102100100492,12.4,0.0,2.8
2021102100100534,12.5,0.0,2.7
2021102100100621,11.7,0.0,0.4
2021102100100622,11.7,0.0,0.4
2021102200100003,11.9,0.0,1.1
2021102200100011,11.7,0.0,2.5
2021102200100079,10.4,0.0,4.8
2021102200100168,13.3,0.0,4.8
2021102200100244,16.0,0.0,3.1
2021102200100277,17.2,0.0,3.5
2021102200100402,17.6,0.0,3.2
2021102200100519,14.6,0.0,3.6
2021102200100660,12.5,0.0,4.4
2021102200100730,12.4,0.0,4.7
2021102200100731,12.4,0.0,4.7
2021102300100005,11.8,0.0,3.0
2021102300100006,11.8,0.0,3.0
2021102300100031,11.5,0.0,2.7
2021102300100190,19.8,0.0,2.3
2021102300100240,20.5,0.0,2.4
2021102300100288,19.8,0.0,2.6
2021102300100380,18.9,0.0,2.2
2021102300100577,13.6,0.0,0.7
2021102300100580,13.6,0.0,0.7
2021102400100253,19.7,0.0,2.5
2021102400100255,19.7,0.0,2.5
2021102400100319,17.8,0.0,1.5
2021102400100361,16.8,0.0,0.4
2021102400100433,15.4,0.0,0.0
2021102500100288,20.9,0.0,3.0
2021102500100289,20.9,0.0,3.0
2021102500100334,20.9,0.0,2.8
2021102500100428,19.7,0.0,1.3
2021102500100572,16.1,0.0,2.2
2021102500100573,16.1,0.0,2.2
2021102500100604,15.9,0.0,1.5
2021102600100002,14.7,0.0,3.3
2021102600100003,14.7,0.0,3.3
2021102600100020,12.3,0.0,0.0
2021102600100170,16.9,0.0,4.3
2021102600100240,18.6,0.0,2.4
2021102600100241,18.6,0.0,2.4
2021102600100275,20.0,0.0,2.4
2021102600100345,20.6,0.0,1.9
2021102600100351,20.6,0.0,1.9
2021102600100431,16.6,0.0,3.3
2021102600100499,16.2,0.0,0.8
2021102600100604,15.0,0.0,1.8
2021102700100105,17.0,0.0,3.5
2021102700100165,20.1,0.0,2.0
2021102700100216,21.2,0.0,3.3
2021102700100320,21.4,0.0,2.2
2021102700100321,21.4,0.0,2.2
2021102800100155,17.6,0.0,3.9
2021102800100226,20.6,0.0,3.6
2021102800100227,20.6,0.0,3.6
2021102800100359,21.8,0.0,2.8
2021102800100485,17.8,0.0,3.4
2021102800100551,17.6,0.0,2.5
2021102800100552,17.6,0.0,2.5
2021102800100674,15.2,0.0,3.0
2021102800100675,15.2,0.0,3.0
2021102900100013,15.2,0.0,3.3
2021102900100534,15.4,0.0,3.7
2021102900100535,15.4,0.0,3.7
2021102900100536,15.4,0.0,3.7
2021102900100582,15.1,0.0,3.6
2021102900100584,15.1,0.0,3.6
2021102900100639,15.1,0.0,3.6
2021103000100031,14.2,0.0,3.6
2021103000100149,18.3,0.0,2.5
2021103000100182,19.8,0.0,3.5
2021103000100217,18.8,0.0,2.1
2021103000100220,18.8,0.0,2.1
2021103000100221,18.8,0.0,2.1
2021103000100253,19.8,0.0,1.7
2021103000100351,17.9,0.0,1.4
2021103000100477,16.4,0.0,2.3
2021103000100478,16.4,0.0,2.3
2021103000100506,16.0,0.0,2.0
2021103000100532,15.4,0.0,0.6
2021103000100559,14.6,0.0,1.4
2021103100100068,17.1,0.0,0.7
2021103100100082,19.8,0.0,1.2
2021103100100102,21.6,0.0,1.6
2021103100100234,21.5,0.0,2.7
2021103100100270,20.7,0.0,2.7
2021103100100341,17.6,0.0,1.3
2021103100100387,16.6,0.0,0.1
2021103100100487,14.4,0.0,0.4
2021110100100003,14.3,0.0,0.9
2021110100100019,15.4,0.0,2.7
2021110100100083,14.5,0.0,0.6
2021110100100086,14.5,0.0,0.6
2021110100100281,21.4,0.0,2.5
2021110100100409,19.5,0.0,1.4
2021110100100456,18.0,0.0,1.7
2021110100100457,18.0,0.0,1.7
2021110100100513,17.2,0.0,1.9
2021110100100540,16.4,0.0,1.5
2021110200100090,12.1,0.0,2.6
2021110200100165,15.8,0.0,2.8
2021110200100397,16.6,0.0,2.6
2021110200100559,14.7,0.0,3.3
2021110300100136,14.1,0.0,1.8
2021110300100165,17.0,0.0,1.9
2021110300100246,18.7,0.0,2.2
2021110300100401,17.1,0.0,2.3
2021110300100516,15.3,0.0,0.1
2021110300100559,14.9,0.0,1.2
2021110400100061,12.0,0.0,3.9
2021110400100143,14.4,0.0,3.7
2021110400100223,18.9,0.0,3.3
2021110400100261,20.0,0.0,3.1
2021110400100353,19.0,0.0,2.6
2021110400100399,17.7,0.0,2.3
2021110400100455,16.1,0.0,1.2
2021110400100523,15.3,0.0,0.5
2021110400100525,15.3,0.0,0.5
2021110400100601,14.0,0.0,0.7
2021110500100005,13.7,0.0,0.8
2021110500100032,13.2,0.0,0.9
2021110500100033,13.2,0.0,0.9
2021110500100145,16.6,0.0,0.6
2021110500100229,21.4,0.0,2.0
2021110500100372,19.0,0.0,1.9
2021110500100419,17.8,0.0,2.1
2021110500100420,17.8,0.0,2.1
2021110500100551,16.6,0.0,1.9
2021110500100593,16.9,0.0,2.6
2021110500100628,16.3,0.0,2.5
2021110500100629,16.3,0.0,2.5
2021110600100036,14.7,0.0,2.6
2021110600100195,19.6,0.0,4.8
2021110600100196,19.6,0.0,4.8
2021110600100316,20.5,0.0,4.5
2021110600100394,18.2,0.0,4.2
2021110600100396,18.2,0.0,4.2
2021110600100491,16.2,0.0,2.5
2021110700100113,20.5,0.0,4.0
2021110700100114,20.5,0.0,4.0
2021110700100295,19.5,0.0,4.4
2021110700100354,17.8,0.0,3.3
2021110700100464,18.3,0.0,3.6
2021110800100181,20.2,0.0,7.0
2021110800100255,16.7,9.3,7.3
2021110800100356,11.0,17.0,4.5
2021110800100391,11.0,0.0,4.1
2021110900100266,13.4,0.0,5.0
2021110900100408,12.0,0.0,5.1
2021110900100411,12.0,0.0,5.1
2021110900100473,11.0,0.0,4.2
2021110900100539,9.9,0.0,1.5
2021110900100581,9.0,0.0,1.7
2021110900100584,9.0,0.0,1.7
2021110900100613,8.8,0.0,2.7
2021111000100112,8.0,0.0,3.2
2021111000100226,13.4,0.0,4.8
2021111000100436,10.4,0.0,6.1
2021111000100438,10.4,0.0,6.1
2021111000100532,9.5,0.0,3.6
2021111000100600,9.5,0.0,4.2
2021111000100626,9.4,0.0,5.8
2021111000100627,9.4,0.0,5.8
2021111000100628,9.4,0.0,5.8
2021111100100213,13.0,0.0,4.9
2021111100100376,13.6,0.0,6.7
2021111100100471,10.6,0.0,3.0
2021111200100053,6.8,0.0,3.6
2021111200100071,6.6,0.0,3.2
2021111200100165,9.4,0.0,5.6
2021111200100199,10.6,0.0,3.3
2021111200100349,10.6,0.0,4.8
2021111200100476,9.5,0.0,3.6
2021111200100581,8.1,0.0,2.4
2021111200100612,8.0,0.0,6.0
2021111300100006,6.8,0.0,3.9
2021111300100130,8.9,0.0,3.9
2021111300100199,12.2,0.0,4.6
2021111300100243,13.3,0.0,3.2
2021111300100245,13.3,0.0,3.2
2021111300100246,13.3,0.0,3.2
2021111300100274,13.9,0.0,3.8
2021111300100317,14.6,0.0,3.4
2021111300100356,14.7,0.0,4.2
2021111300100434,13.3,0.0,3.8
2021111300100474,12.2,0.0,2.4
2021111300100585,11.5,0.0,2.9
2021111300100617,11.1,0.0,3.7
2021111300100641,10.3,0.0,2.1
2021111400100054,9.2,0.0,1.9
2021111400100055,9.2,0.0,1.9
2021111400100086,10.4,0.0,2.0
2021111400100184,16.7,0.0,3.8
2021111400100216,17.1,0.0,4.4
2021111400100388,13.4,0.0,3.0
2021111400100390,13.4,0.0,3.0
2021111400100444,13.0,0.0,2.8
2021111400100445,13.0,0.0,2.8
2021111500100025,11.5,0.0,2.1
2021111500100091,11.6,0.0,0.3
2021111500100156,14.5,0.0,2.8
2021111500100226,18.0,0.0,1.4
2021111500100463,13.6,0.0,0.7
2021111600100023,12.0,0.0,3.1
2021111600100151,12.4,0.0,3.3
2021111600100255,15.9,0.0,3.2
2021111600100361,16.7,0.0,2.9
2021111600100535,12.9,0.0,0.0
2021111600100570,12.6,0.0,0.0
2021111600100571,12.6,0.0,0.0
2021111600100611,12.1,0.0,2.4
2021111700100033,8.9,0.0,1.2
2021111700100081,10.0,0.0,2.0
2021111700100321,17.3,0.0,3.8
2021111700100365,16.9,0.0,3.9
2021111800100030,10.9,0.0,2.0
2021111800100041,9.5,0.0,2.5
2021111800100130,12.2,0.0,3.4
2021111800100315,16.3,0.0,4.6
2021111800100318,16.3,0.0,4.6
2021111800100350,16.1,0.0,4.3
2021111800100390,14.9,0.0,3.9
2021111900100100,11.0,0.0,2.0
2021111900100227,18.9,0.0,2.9
2021111900100617,13.9,0.0,1.2
2021111900100649,13.3,0.0,0.8
2021112000100028,12.5,0.0,1.0
2021112000100092,10.6,0.0,1.1
2021112000100162,19.5,0.0,1.9
2021112000100239,20.9,0.0,2.4
2021112000100385,17.1,0.0,1.9
2021112000100428,15.9,0.0,0.5
2021112000100509,14.4,0.0,1.8
2021112000100533,14.0,0.0,1.0
2021112100100014,12.6,0.0,1.2
2021112100100137,18.8,0.0,1.4
2021112100100270,17.1,0.0,2.2
2021112100100351,16.0,0.0,0.5
2021112100100495,15.6,0.0,0.8
2021112200100063,13.5,0.0,3.9
2021112200100141,10.6,0.0,4.2
2021112200100162,10.8,0.0,4.9
2021112200100194,11.2,0.0,4.7
2021112200100419,8.8,0.0,3.3
2021112200100527,7.3,0.0,2.5
2021112200100528,7.3,0.0,2.5
2021112300100003,4.4,0.0,4.5
2021112300100248,9.7,0.0,5.3
2021112300100367,7.3,0.0,9.2
2021112300100424,6.6,0.0,6.7
2021112300100546,5.7,0.0,5.2
2021112300100565,5.7,0.0,5.8
2021112400100001,5.7,0.0,4.8
2021112400100403,11.1,0.0,2.3
2021112400100472,10.0,0.0,1.9
2021112400100565,9.7,0.0,4.9
2021112500100005,9.3,0.0,2.3
2021112500100026,9.1,0.0,3.1
2021112500100176,12.4,0.0,7.9
2021112500100403,15.8,0.0,4.0
2021112500100446,14.2,0.0,3.8
2021112500100619,11.0,0.0,1.2
2021112600100022,8.6,0.0,2.1
2021112600100168,8.1,0.0,1.9
2021112600100199,10.1,0.0,2.1
2021112600100227,11.0,0.0,2.0
2021112600100228,11.0,0.0,2.0
2021112600100229,11.0,0.0,2.0
2021112600100468,11.0,0.0,1.4
2021112600100470,11.0,0.0,1.4
2021112600100656,8.6,0.0,3.2
2021112600100734,7.2,0.0,2.6
2021112700100124,7.8,0.0,3.4
2021112700100126,7.8,0.0,3.4
2021112700100127,7.8,0.0,3.4
2021112700100157,11.6,0.0,1.5
2021112700100404,10.2,0.0,2.1
2021112700100405,10.2,0.0,2.1
2021112700100408,10.2,0.0,2.1
2021112700100454,8.8,0.0,1.7
2021112700100456,8.8,0.0,1.7
2021112700100578,7.6,0.0,2.0
2021112700100592,7.4,0.0,1.6
2021112700100593,7.4,0.0,1.6
2021112800100107,13.0,0.0,0.9
2021112800100313,12.3,0.0,3.0
2021112800100337,11.2,0.0,2.2
2021112800100338,11.2,0.0,2.2
2021112800100339,11.2,0.0,2.2
2021112800100460,9.5,0.0,1.9
2021112900100298,15.7,0.0,4.8
2021112900100485,12.4,0.0,2.1
2021112900100532,12.2,0.0,2.3
2021112900100588,11.6,0.0,2.9
2021112900100616,11.4,0.0,3.0
2021112900100617,11.4,0.0,3.0
2021113000100297,13.6,0.0,4.9
2021113000100323,13.3,0.0,3.8
2021113000100324,13.3,0.0,3.8
2021113000100357,13.0,4.9,6.8
2021113000100360,13.0,4.9,6.8
2021113000100616,8.2,0.0,8.8
2021120100100260,6.7,0.0,3.1
2021120100100291,6.8,0.0,4.1
2021120100100457,3.2,0.0,4.1
2021120100100458,3.2,0.0,4.1
2021120100100521,2.4,0.0,2.0
2021120100100578,1.2,0.0,2.0
2021120200100232,5.0,0.0,5.7
2021120200100268,7.3,0.0,2.3
2021120200100372,8.0,0.0,2.7
2021120200100373,8.0,0.0,2.7
2021120200100544,5.6,0.0,3.9
2021120200100546,5.6,0.0,3.9
2021120200100626,4.9,0.0,2.8
2021120200100627,4.9,0.0,2.8
2021120300100139,7.3,0.0,4.6
2021120300100141,7.3,0.0,4.6
2021120300100297,10.5,0.0,3.5
2021120300100444,10.6,0.0,6.0
2021120300100490,9.2,0.0,2.7
2021120300100493,9.2,0.0,2.7
2021120300100542,7.9,0.0,4.1
2021120300100609,7.1,0.0,1.9
2021120300100646,6.1,0.0,4.1
2021120300100677,5.3,0.0,3.7
2021120300100678,5.3,0.0,3.7
2021120300100704,4.8,0.0,3.1
2021120300100705,4.8,0.0,3.1
2021120300100710,4.8,0.0,3.1
2021120400100119,5.4,0.0,3.2
