사고번호,기온,강수량,풍속
2019100700100406,15.1,0.3,1.7
2019100700100443,14.9,0.8,1.0
2019100700100444,14.9,0.8,1.0
2019100700100479,15.0,0.9,2.0
2019100700100513,14.8,0.1,1.0
2019100700100578,14.8,0.0,1.3
2019100700100581,14.8,0.0,1.3
2019100700100582,14.8,0.0,1.3
2019100700100633,14.6,0.0,1.6
2019100700100634,14.6,0.0,1.6
2019100700100661,14.5,0.0,1.3
2019100700100665,14.5,0.0,1.3
2019100700100692,13.9,0.0,2.1
2019100800100027,13.5,0.0,1.6
2019100800100108,12.6,0.0,0.3
2019100800100111,12.6,0.0,0.3
2019100800100116,12.6,0.0,0.3
2019100800100176,15.4,0.0,1.6
2019100800100178,15.4,0.0,1.6
2019100800100288,18.1,0.0,5.6
2019100800100318,19.1,0.0,4.2
2019100800100320,19.1,0.0,4.2
2019100800100323,19.1,0.0,4.2
2019100800100324,19.1,0.0,4.2
2019100800100350,19.5,0.0,3.7
2019100800100355,19.5,0.0,3.7
2019100800100395,19.3,0.0,4.0
2019100800100400,19.3,0.0,4.0
2019100800100445,19.0,0.0,3.4
2019100800100485,18.0,0.0,3.7
2019100800100540,15.8,0.0,3.0
2019100800100541,15.8,0.0,3.0
2019100800100543,15.8,0.0,3.0
2019100800100544,15.8,0.0,3.0
2019100800100545,15.8,0.0,3.0
2019100800100546,15.8,0.0,3.0
2019100800100614,14.4,0.0,2.8
2019100800100680,13.2,0.0,2.6
2019100800100709,12.5,0.0,3.4
2019100800100733,11.8,0.0,3.5
2019100800100734,11.8,0.0,3.5
2019100900100051,10.0,0.0,1.4
2019100900100098,8.3,0.0,0.6
2019100900100140,8.5,0.0,1.9
2019100900100195,15.0,0.0,1.1
2019100900100281,19.0,0.0,2.6
2019100900100282,19.0,0.0,2.6
2019100900100284,19.0,0.0,2.6
2019100900100286,19.0,0.0,2.6
2019100900100321,19.4,0.0,3.1
2019100900100323,19.4,0.0,3.1
2019100900100353,19.9,0.0,2.4
2019100900100354,19.9,0.0,2.4
2019100900100355,19.9,0.0,2.4
2019100900100388,20.1,0.0,2.1
2019100900100395,20.1,0.0,2.1
2019100900100474,17.1,0.0,1.9
2019100900100476,17.1,0.0,1.9
2019100900100512,15.6,0.0,1.7
2019100900100514,15.6,0.0,1.7
2019100900100516,15.6,0.0,1.7
2019100900100519,15.6,0.0,1.7
2019100900100562,14.6,0.0,1.1
2019100900100598,13.5,0.0,1.9
2019100900100617,12.8,0.0,0.8
2019101000100033,11.2,0.0,1.3
2019101000100034,11.2,0.0,1.3
2019101000100063,11.0,0.0,1.5
2019101000100082,11.1,0.0,1.0
2019101000100174,13.0,0.0,1.4
2019101000100194,14.1,0.0,1.4
2019101000100196,14.1,0.0,1.4
2019101000100197,14.1,0.0,1.4
2019101000100232,14.9,0.0,1.7
2019101000100339,19.5,0.0,1.4
2019101000100432,19.3,0.0,1.0
2019101000100437,19.3,0.0,1.0
2019101000100518,18.4,0.0,0.8
2019101000100523,18.4,0.0,0.8
2019101000100572,17.4,0.0,2.1
2019101000100574,17.4,0.0,2.1
2019101000100575,17.4,0.0,2.1
2019101000100625,17.0,0.0,2.0
2019101000100626,17.0,0.0,2.0
2019101000100627,17.0,0.0,2.0
2019101000100629,17.0,0.0,2.0
2019101000100659,16.5,0.0,0.7
2019101000100660,16.5,0.0,0.7
2019101000100661,16.5,0.0,0.7
2019101000100665,16.5,0.0,0.7
2019101000100726,15.5,0.0,1.9
2019101000100728,15.5,0.0,1.9
2019101000100729,15.5,0.0,1.9
2019101000100730,15.5,0.0,1.9
2019101100100053,15.3,0.0,0.6
2019101100100070,14.1,0.0,0.7
2019101100100082,13.5,0.0,0.6
2019101100100178,15.7,0.0,1.1
2019101100100179,15.7,0.0,1.1
2019101100100182,15.7,0.0,1.1
2019101100100290,22.3,0.0,2.4
2019101100100291,22.3,0.0,2.4
2019101100100327,23.6,0.0,2.8
2019101100100497,25.0,0.0,2.1
2019101100100550,22.9,0.0,1.8
2019101100100616,21.3,0.0,3.1
2019101100100618,21.3,0.0,3.1
2019101100100679,20.4,0.0,4.0
2019101100100681,20.4,0.0,4.0
2019101100100683,20.4,0.0,4.0
2019101100100742,19.0,0.0,4.2
2019101100100744,19.0,0.0,4.2
2019101100100747,19.0,0.0,4.2
2019101100100782,18.1,0.0,3.3
2019101200100044,16.5,0.0,2.3
2019101200100090,15.6,0.0,1.8
2019101200100091,15.6,0.0,1.8
2019101200100119,15.5,0.0,2.4
2019101200100135,16.3,0.0,4.0
2019101200100159,18.5,0.0,3.4
2019101200100204,20.4,0.0,4.9
2019101200100249,21.6,0.0,4.0
2019101200100251,21.6,0.0,4.0
2019101200100289,22.4,0.0,5.2
2019101200100292,22.4,0.0,5.2
2019101200100294,22.4,0.0,5.2
2019101200100298,22.4,0.0,5.2
2019101200100390,23.0,0.0,4.4
2019101200100394,23.0,0.0,4.4
2019101200100400,23.0,0.0,4.4
2019101200100492,21.8,0.0,4.8
2019101200100494,21.8,0.0,4.8
2019101200100546,20.3,0.0,4.3
2019101200100587,18.1,0.0,4.4
2019101200100627,17.0,0.0,4.0
2019101200100630,17.0,0.0,4.0
2019101200100631,17.0,0.0,4.0
2019101200100632,17.0,0.0,4.0
2019101200100634,17.0,0.0,4.0
2019101200100675,16.1,0.0,3.9
2019101200100676,16.1,0.0,3.9
2019101200100707,15.5,0.0,4.1
2019101200100749,14.8,0.0,2.0
2019101200100761,13.9,0.0,1.9
2019101300100015,13.3,0.0,2.0
2019101300100032,13.3,0.0,2.1
2019101300100045,13.4,0.0,2.2
2019101300100108,13.4,0.0,2.8
2019101300100138,17.5,0.0,3.3
2019101300100209,21.5,0.0,2.0
2019101300100243,22.8,0.0,1.4
2019101300100244,22.8,0.0,1.4
2019101300100322,23.5,0.0,1.6
2019101300100348,22.6,0.0,1.3
2019101300100382,20.8,0.0,0.6
2019101300100383,20.8,0.0,0.6
2019101300100421,19.3,0.0,1.7
2019101300100485,17.1,0.0,1.2
2019101300100507,16.5,0.0,1.3
2019101300100521,15.7,0.0,1.3
2019101400100156,14.8,0.0,3.7
2019101400100202,15.2,0.0,1.8
2019101400100232,16.3,0.0,3.2
2019101400100233,16.3,0.0,3.2
2019101400100237,16.3,0.0,3.2
2019101400100281,17.3,0.0,3.9
2019101400100314,18.0,0.0,3.2
2019101400100316,18.0,0.0,3.2
2019101400100390,19.3,0.0,2.9
2019101400100433,18.4,0.0,3.4
2019101400100435,18.4,0.0,3.4
2019101400100439,18.4,0.0,3.4
2019101400100440,18.4,0.0,3.4
2019101400100546,15.1,0.0,3.3
2019101400100548,15.1,0.0,3.3
2019101400100619,13.9,0.0,3.6
2019101400100624,13.9,0.0,3.6
2019101400100625,13.9,0.0,3.6
2019101400100627,13.9,0.0,3.6
2019101400100667,12.9,0.0,4.8
2019101400100702,11.9,0.0,2.6
2019101400100729,11.1,0.0,2.6
2019101500100036,9.0,0.0,0.9
2019101500100053,9.0,0.0,0.6
2019101500100120,12.0,0.0,3.0
2019101500100169,14.3,0.0,4.3
2019101500100171,14.3,0.0,4.3
2019101500100172,14.3,0.0,4.3
2019101500100209,16.5,0.0,4.2
2019101500100261,17.9,0.0,1.4
2019101500100262,17.9,0.0,1.4
2019101500100301,18.9,0.0,2.2
2019101500100340,19.8,0.0,1.9
2019101500100411,18.8,0.0,1.7
2019101500100420,18.8,0.0,1.7
2019101500100457,18.8,0.0,1.6
2019101500100458,18.8,0.0,1.6
2019101500100461,18.8,0.0,1.6
2019101500100465,18.8,0.0,1.6
2019101500100502,18.5,0.0,1.7
2019101500100506,18.5,0.0,1.7
2019101500100507,18.5,0.0,1.7
2019101500100619,16.4,0.0,1.3
2019101500100660,15.7,0.0,0.8
2019101500100664,15.7,0.0,0.8
2019101500100703,14.9,0.0,0.9
2019101500100728,14.1,0.0,0.3
2019101500100731,14.1,0.0,0.3
2019101500100732,14.1,0.0,0.3
2019101500100733,14.1,0.0,0.3
2019101600100036,12.7,0.0,1.3
2019101600100054,11.6,0.0,0.8
2019101600100128,9.7,0.0,1.4
2019101600100133,9.7,0.0,1.4
2019101600100227,15.3,0.0,1.4
2019101600100271,17.2,0.0,1.1
2019101600100298,18.4,0.0,2.5
2019101600100299,18.4,0.0,2.5
2019101600100338,19.7,0.0,3.3
2019101600100339,19.7,0.0,3.3
2019101600100388,20.1,0.0,2.0
2019101600100390,20.1,0.0,2.0
2019101600100391,20.1,0.0,2.0
2019101600100392,20.1,0.0,2.0
2019101600100421,20.5,0.0,3.0
2019101600100501,17.9,0.0,1.9
2019101600100506,17.9,0.0,1.9
2019101600100545,16.3,0.0,1.6
2019101600100547,16.3,0.0,1.6
2019101600100549,16.3,0.0,1.6
2019101600100550,16.3,0.0,1.6
2019101600100649,14.8,0.0,1.4
2019101600100715,14.6,0.0,2.4
2019101700100025,14.1,0.0,1.0
2019101700100036,13.7,0.0,0.7
2019101700100046,13.0,0.0,1.7
2019101700100047,13.0,0.0,1.7
2019101700100161,13.6,0.0,2.2
2019101700100162,13.6,0.0,2.2
2019101700100165,13.6,0.0,2.2
2019101700100204,15.0,0.0,2.2
2019101700100273,18.1,0.0,1.5
2019101700100274,18.1,0.0,1.5
2019101700100305,19.4,0.0,2.0
2019101700100375,21.0,0.0,2.0
2019101700100378,21.0,0.0,2.0
2019101700100415,21.3,0.0,2.4
2019101700100449,20.3,0.0,3.5
2019101700100454,20.3,0.0,3.5
2019101700100460,20.3,0.0,3.5
2019101700100501,18.5,0.0,1.9
2019101700100568,16.9,0.0,1.9
2019101700100570,16.9,0.0,1.9
2019101700100576,16.9,0.0,1.9
2019101700100578,16.9,0.0,1.9
2019101700100611,15.7,0.0,1.9
2019101700100614,15.7,0.0,1.9
2019101700100618,15.7,0.0,1.9
2019101700100639,14.9,0.0,1.2
2019101700100678,13.9,0.0,1.5
2019101800100029,13.2,0.0,1.9
2019101800100046,12.9,0.0,2.0
2019101800100110,12.5,0.0,1.0
2019101800100135,13.1,0.0,2.0
2019101800100138,13.1,0.0,2.0
2019101800100198,15.2,0.0,2.0
2019101800100199,15.2,0.0,2.0
2019101800100202,15.2,0.0,2.0
2019101800100203,15.2,0.0,2.0
2019101800100243,17.9,0.0,2.2
2019101800100305,20.9,0.0,3.2
2019101800100308,20.9,0.0,3.2
2019101800100344,22.3,0.0,4.0
2019101800100388,22.7,0.0,2.7
2019101800100390,22.7,0.0,2.7
2019101800100392,22.7,0.0,2.7
2019101800100428,22.5,0.0,3.8
2019101800100510,21.4,0.0,2.7
2019101800100558,19.7,0.0,4.0
2019101800100661,18.9,0.0,3.1
2019101800100664,18.9,0.0,3.1
2019101800100727,18.1,0.0,2.9
2019101800100763,17.3,0.0,2.1
2019101800100764,17.3,0.0,2.1
2019101800100806,16.9,0.0,3.0
2019101800100842,16.3,0.0,2.5
2019101900100033,15.8,0.0,1.9
2019101900100034,15.8,0.0,1.9
2019101900100077,14.0,0.0,1.4
2019101900100095,13.1,0.0,0.6
2019101900100110,12.6,0.0,0.7
2019101900100111,12.6,0.0,0.7
2019101900100116,12.6,0.0,0.7
2019101900100136,12.2,0.0,1.0
2019101900100162,12.6,0.0,0.5
2019101900100180,15.3,0.0,1.0
2019101900100239,20.5,0.0,0.9
2019101900100276,21.2,0.0,3.0
2019101900100316,21.8,0.0,2.6
2019101900100319,21.8,0.0,2.6
2019101900100350,22.5,0.0,2.9
2019101900100384,22.0,0.0,2.0
2019101900100479,21.4,0.0,2.3
2019101900100483,21.4,0.0,2.3
2019101900100487,21.4,0.0,2.3
2019101900100525,19.3,0.0,3.0
2019101900100526,19.3,0.0,3.0
2019101900100583,17.7,0.0,2.3
2019101900100587,17.7,0.0,2.3
2019101900100616,16.9,0.0,2.4
2019101900100620,16.9,0.0,2.4
2019101900100621,16.9,0.0,2.4
2019101900100622,16.9,0.0,2.4
2019101900100623,16.9,0.0,2.4
2019101900100674,16.0,0.0,0.5
2019101900100675,16.0,0.0,0.5
2019101900100702,15.4,0.0,0.7
2019102000100032,14.9,0.0,0.7
2019102000100033,14.9,0.0,0.7
2019102000100113,12.3,0.0,1.1
2019102000100143,16.5,0.0,1.7
2019102000100167,18.7,0.0,1.3
2019102000100193,20.1,0.0,1.4
2019102000100230,21.8,0.0,1.1
2019102000100269,22.4,0.0,1.4
2019102000100270,22.4,0.0,1.4
2019102000100303,22.7,0.0,1.1
2019102000100379,21.3,0.0,1.5
2019102000100451,17.9,0.0,2.1
2019102000100454,17.9,0.0,2.1
2019102100100029,13.2,0.0,1.0
2019102100100038,12.5,0.0,1.0
2019102100100043,12.0,0.0,1.1
2019102100100054,11.7,0.0,1.1
2019102100100081,11.1,0.0,1.1
2019102100100117,11.3,0.0,1.0
2019102100100164,13.7,0.0,1.1
2019102100100211,16.7,0.0,0.9
2019102100100212,16.7,0.0,0.9
2019102100100291,21.1,0.0,0.7
2019102100100296,21.1,0.0,0.7
2019102100100297,21.1,0.0,0.7
2019102100100338,23.1,0.0,1.9
2019102100100340,23.1,0.0,1.9
2019102100100381,23.3,0.0,1.7
2019102100100382,23.3,0.0,1.7
2019102100100384,23.3,0.0,1.7
2019102100100388,23.3,0.0,1.7
2019102100100417,24.1,0.0,1.0
2019102100100420,24.1,0.0,1.0
2019102100100422,24.1,0.0,1.0
2019102100100510,22.5,0.0,1.9
2019102100100554,20.7,0.0,1.1
2019102100100556,20.7,0.0,1.1
2019102100100614,19.2,0.0,1.1
2019102100100615,19.2,0.0,1.1
2019102100100616,19.2,0.0,1.1
2019102100100617,19.2,0.0,1.1
2019102100100648,18.5,0.0,0.5
2019102100100649,18.5,0.0,0.5
2019102100100650,18.5,0.0,0.5
2019102100100676,17.7,0.0,0.6
2019102100100702,16.8,0.0,1.5
2019102100100703,16.8,0.0,1.5
2019102100100704,16.8,0.0,1.5
2019102100100705,16.8,0.0,1.5
2019102200100039,15.0,0.0,1.8
2019102200100044,14.6,0.0,2.5
2019102200100097,13.3,0.0,1.9
2019102200100128,14.0,0.0,2.7
2019102200100130,14.0,0.0,2.7
2019102200100133,14.0,0.0,2.7
2019102200100218,18.3,0.0,1.9
2019102200100276,21.8,0.0,2.2
2019102200100277,21.8,0.0,2.2
2019102200100311,22.8,0.0,1.8
2019102200100312,22.8,0.0,1.8
2019102200100352,23.6,0.0,2.2
2019102200100356,23.6,0.0,2.2
2019102200100388,23.9,0.0,0.8
2019102200100389,23.9,0.0,0.8
2019102200100394,23.9,0.0,0.8
2019102200100475,22.7,0.0,1.4
2019102200100513,21.1,0.0,2.0
2019102200100521,21.1,0.0,2.0
2019102200100584,19.5,0.0,1.0
2019102200100591,19.5,0.0,1.0
2019102200100592,19.5,0.0,1.0
2019102200100600,19.5,0.0,1.0
2019102200100645,18.7,0.0,1.0
2019102200100705,17.3,0.0,0.7
2019102300100036,15.8,0.0,1.3
2019102300100126,14.7,0.0,2.8
2019102300100224,18.0,0.0,2.3
2019102300100226,18.0,0.0,2.3
2019102300100289,20.0,0.0,1.6
2019102300100315,20.6,0.0,2.0
2019102300100350,20.7,0.0,2.1
2019102300100430,19.6,0.0,2.0
2019102300100431,19.6,0.0,2.0
2019102300100470,18.6,0.0,2.1
2019102300100542,17.8,0.0,2.1
2019102300100543,17.8,0.0,2.1
2019102300100545,17.8,0.0,2.1
2019102300100612,16.8,0.0,2.8
2019102300100615,16.8,0.0,2.8
2019102300100662,16.7,0.0,2.7
2019102300100663,16.7,0.0,2.7
2019102300100664,16.7,0.0,2.7
2019102300100665,16.7,0.0,2.7
2019102300100668,16.7,0.0,2.7
2019102400100039,15.6,0.0,2.7
2019102400100057,15.4,0.0,2.3
2019102400100066,15.8,0.0,2.0
2019102400100101,15.3,0.0,1.9
2019102400100129,15.9,0.0,2.5
2019102400100264,20.9,0.0,3.8
2019102400100267,20.9,0.0,3.8
2019102400100268,20.9,0.0,3.8
2019102400100310,22.4,0.0,4.4
2019102400100311,22.4,0.0,4.4
2019102400100347,23.2,0.0,3.3
2019102400100353,23.2,0.0,3.3
2019102400100383,23.5,0.0,2.7
2019102400100384,23.5,0.0,2.7
2019102400100416,23.0,0.0,3.0
2019102400100419,23.0,0.0,3.0
2019102400100422,23.0,0.0,3.0
2019102400100469,22.1,0.0,2.7
2019102400100470,22.1,0.0,2.7
2019102400100473,22.1,0.0,2.7
2019102400100477,22.1,0.0,2.7
2019102400100519,20.5,0.0,3.1
2019102400100596,19.7,0.0,1.6
2019102400100654,18.7,0.0,2.5
2019102400100663,18.7,0.0,2.5
2019102400100697,17.7,0.0,2.6
2019102400100698,17.7,0.0,2.6
2019102400100700,17.7,0.0,2.6
2019102400100727,17.1,0.0,3.4
2019102500100140,14.2,0.0,2.2
2019102500100174,16.1,0.0,0.7
2019102500100214,19.0,0.0,2.2
2019102500100215,19.0,0.0,2.2
2019102500100309,21.3,0.0,2.4
2019102500100313,21.3,0.0,2.4
2019102500100355,21.7,0.0,3.0
2019102500100446,20.3,0.0,2.3
2019102500100451,20.3,0.0,2.3
2019102500100457,20.3,0.0,2.3
2019102500100498,19.0,0.0,3.5
2019102500100501,19.0,0.0,3.5
2019102500100553,17.7,0.0,3.0
2019102500100554,17.7,0.0,3.0
2019102500100561,17.7,0.0,3.0
2019102500100562,17.7,0.0,3.0
2019102500100563,17.7,0.0,3.0
2019102500100649,17.5,0.0,3.0
2019102500100722,17.4,0.0,3.1
2019102500100724,17.4,0.0,3.1
2019102500100726,17.4,0.0,3.1
2019102500100727,17.4,0.0,3.1
2019102500100760,16.2,0.0,4.5
2019102500100761,16.2,0.0,4.5
2019102500100763,16.2,0.0,4.5
2019102500100764,16.2,0.0,4.5
2019102500100766,16.2,0.0,4.5
2019102500100787,15.4,0.0,3.5
2019102500100790,15.4,0.0,3.5
2019102500100813,14.4,0.0,3.2
2019102600100028,13.1,0.0,4.8
2019102600100084,7.7,0.0,2.6
2019102600100087,7.7,0.0,2.6
2019102600100101,6.9,0.0,1.8
2019102600100124,6.7,0.0,3.4
2019102600100126,6.7,0.0,3.4
2019102600100143,6.8,0.0,2.0
2019102600100201,9.8,0.0,2.6
2019102600100230,10.9,0.0,2.6
2019102600100231,10.9,0.0,2.6
2019102600100233,10.9,0.0,2.6
2019102600100234,10.9,0.0,2.6
2019102600100238,10.9,0.0,2.6
2019102600100267,13.2,0.0,3.2
2019102600100268,13.2,0.0,3.2
2019102600100269,13.2,0.0,3.2
2019102600100271,13.2,0.0,3.2
2019102600100272,13.2,0.0,3.2
2019102600100361,14.2,0.0,4.0
2019102600100401,13.6,0.0,2.7
2019102600100477,12.5,0.0,2.5
2019102600100481,12.5,0.0,2.5
2019102600100523,11.0,0.0,2.8
2019102600100524,11.0,0.0,2.8
2019102600100564,10.3,0.0,0.7
2019102600100648,9.0,0.0,0.7
2019102600100680,8.9,0.0,2.0
2019102600100709,7.9,0.0,1.7
2019102700100030,7.5,0.0,2.5
2019102700100052,6.7,0.0,1.5
2019102700100070,6.3,0.0,1.8
2019102700100082,5.7,0.0,1.0
2019102700100210,13.5,0.0,1.7
2019102700100211,13.5,0.0,1.7
2019102700100240,16.2,0.0,3.2
2019102700100353,17.2,0.0,2.5
2019102700100354,17.2,0.0,2.5
2019102700100355,17.2,0.0,2.5
2019102700100400,16.6,0.0,4.0
2019102700100404,16.6,0.0,4.0
2019102700100516,13.0,0.0,1.5
2019102700100519,13.0,0.0,1.5
2019102700100578,11.6,0.0,0.7
2019102700100580,11.6,0.0,0.7
2019102700100624,10.7,0.0,0.7
2019102700100625,10.7,0.0,0.7
2019102800100037,9.0,0.0,1.6
2019102800100068,7.4,0.0,1.7
2019102800100088,7.6,0.0,1.8
2019102800100115,8.3,0.0,2.1
2019102800100192,13.0,0.0,1.7
2019102800100236,15.8,0.0,3.4
2019102800100237,15.8,0.0,3.4
2019102800100282,16.7,0.0,4.0
2019102800100286,16.7,0.0,4.0
2019102800100324,17.6,0.0,4.4
2019102800100473,16.3,0.0,3.9
2019102800100477,16.3,0.0,3.9
2019102800100524,15.8,0.0,3.5
2019102800100527,15.8,0.0,3.5
2019102800100529,15.8,0.0,3.5
2019102800100625,14.8,0.0,3.0
2019102800100627,14.8,0.0,3.0
2019102800100628,14.8,0.0,3.0
2019102800100659,14.7,0.0,3.6
2019102800100708,13.4,0.2,3.8
2019102900100076,10.1,0.0,0.9
2019102900100255,15.9,0.0,3.9
2019102900100257,15.9,0.0,3.9
2019102900100312,17.6,0.0,2.8
2019102900100314,17.6,0.0,2.8
2019102900100315,17.6,0.0,2.8
2019102900100351,16.9,0.0,4.4
2019102900100443,16.7,0.0,5.1
2019102900100447,16.7,0.0,5.1
2019102900100448,16.7,0.0,5.1
2019102900100451,16.7,0.0,5.1
2019102900100534,13.8,0.0,2.4
2019102900100535,13.8,0.0,2.4
2019102900100594,12.9,0.0,1.5
2019102900100597,12.9,0.0,1.5
2019102900100598,12.9,0.0,1.5
2019102900100638,11.7,0.0,3.3
2019102900100640,11.7,0.0,3.3
2019102900100722,8.9,0.0,1.6
2019102900100723,8.9,0.0,1.6
2019102900100724,8.9,0.0,1.6
2019103000100036,8.2,0.0,1.9
2019103000100038,8.2,0.0,1.9
2019103000100064,6.6,0.0,0.7
2019103000100091,5.5,0.0,1.0
2019103000100115,5.1,0.0,1.5
2019103000100189,7.8,0.0,1.4
2019103000100191,7.8,0.0,1.4
2019103000100195,7.8,0.0,1.4
2019103000100198,7.8,0.0,1.4
2019103000100274,14.6,0.0,1.4
2019103000100306,15.7,0.0,3.1
2019103000100308,15.7,0.0,3.1
2019103000100313,15.7,0.0,3.1
2019103000100432,17.7,0.0,2.9
2019103000100433,17.7,0.0,2.9
2019103000100435,17.7,0.0,2.9
2019103000100472,17.1,0.0,3.4
2019103000100533,16.0,0.0,2.6
2019103000100584,14.0,0.0,2.7
2019103000100659,13.1,0.0,1.6
2019103000100661,13.1,0.0,1.6
2019103000100707,12.3,0.0,0.6
2019103000100712,12.3,0.0,0.6
2019103000100742,11.6,0.0,0.4
2019103000100744,11.6,0.0,0.4
2019103000100799,10.7,0.0,0.5
2019103100100054,9.1,0.0,1.5
2019103100100072,8.7,0.0,1.9
2019103100100081,8.5,0.0,1.6
2019103100100100,9.2,0.0,2.3
2019103100100102,9.2,0.0,2.3
2019103100100207,13.5,0.0,1.3
2019103100100208,13.5,0.0,1.3
2019103100100271,18.8,0.0,2.9
2019103100100273,18.8,0.0,2.9
2019103100100313,19.1,0.0,2.7
2019103100100314,19.1,0.0,2.7
2019103100100356,19.3,0.0,3.6
2019103100100357,19.3,0.0,3.6
2019103100100384,19.5,0.0,4.1
2019103100100427,19.2,0.0,4.0
2019103100100430,19.2,0.0,4.0
2019103100100640,17.3,0.0,2.3
2019103100100672,17.0,0.0,2.8
2019103100100707,16.8,0.0,1.7
2019103100100727,16.6,0.0,1.3
2019103100100730,16.6,0.0,1.3
2019110100100029,16.0,0.0,0.8
2019110100100031,16.0,0.0,0.8
2019110100100048,15.2,0.0,1.7
2019110100100049,15.2,0.0,1.7
2019110100100051,15.2,0.0,1.7
2019110100100064,15.1,0.0,2.2
2019110100100065,15.1,0.0,2.2
2019110100100144,12.2,0.0,1.9
2019110100100145,12.2,0.0,1.9
2019110100100210,13.1,0.0,1.7
2019110100100211,13.1,0.0,1.7
2019110100100212,13.1,0.0,1.7
2019110100100280,16.0,0.0,2.5
2019110100100320,17.4,0.0,2.7
2019110100100357,18.7,0.0,2.7
2019110100100439,20.4,0.0,2.6
2019110100100518,18.4,0.0,1.8
2019110100100520,18.4,0.0,1.8
2019110100100525,18.4,0.0,1.8
2019110100100526,18.4,0.0,1.8
2019110100100567,16.2,0.0,1.8
2019110100100570,16.2,0.0,1.8
2019110100100645,15.0,0.0,1.0
2019110100100646,15.0,0.0,1.0
2019110100100650,15.0,0.0,1.0
2019110100100703,13.8,0.0,1.5
2019110100100709,13.8,0.0,1.5
2019110100100737,13.0,0.0,0.4
2019110100100762,12.5,0.0,0.9
2019110100100765,12.5,0.0,0.9
2019110200100030,11.4,0.0,1.3
2019110200100041,10.8,0.0,1.1
2019110200100065,9.6,0.0,1.0
2019110200100171,11.6,0.0,1.8
2019110200100172,11.6,0.0,1.8
2019110200100206,13.6,0.0,1.4
2019110200100249,15.6,0.0,1.8
2019110200100252,15.6,0.0,1.8
2019110200100305,16.4,0.0,1.4
2019110200100342,17.9,0.0,0.7
2019110200100345,17.9,0.0,0.7
2019110200100381,18.4,0.0,1.4
2019110200100382,18.4,0.0,1.4
2019110200100386,18.4,0.0,1.4
2019110200100387,18.4,0.0,1.4
2019110200100419,18.7,0.0,1.3
2019110200100420,18.7,0.0,1.3
2019110200100421,18.7,0.0,1.3
2019110200100428,18.7,0.0,1.3
2019110200100467,17.9,0.0,1.8
2019110200100498,17.1,0.0,1.2
2019110200100546,16.0,0.0,1.7
2019110200100549,16.0,0.0,1.7
2019110200100551,16.0,0.0,1.7
2019110200100605,15.2,0.0,0.7
2019110200100609,15.2,0.0,0.7
2019110200100654,14.6,0.0,0.8
2019110200100658,14.6,0.0,0.8
2019110200100661,14.6,0.0,0.8
2019110200100662,14.6,0.0,0.8
2019110200100723,14.1,0.0,1.6
2019110200100726,14.1,0.0,1.6
2019110200100744,13.5,0.0,1.5
2019110300100026,13.4,0.0,2.0
2019110300100028,13.4,0.0,2.0
2019110300100081,10.9,0.0,1.3
2019110300100171,16.8,0.0,1.8
2019110300100172,16.8,0.0,1.8
2019110300100199,18.5,0.0,1.7
2019110300100226,19.7,0.0,3.3
2019110300100227,19.7,0.0,3.3
2019110300100261,21.4,0.0,3.1
2019110300100291,22.0,0.0,3.5
2019110300100396,17.2,0.0,4.7
2019110300100398,17.2,0.0,4.7
2019110300100401,17.2,0.0,4.7
2019110300100402,17.2,0.0,4.7
2019110300100491,14.1,0.0,3.3
2019110300100492,14.1,0.0,3.3
2019110300100493,14.1,0.0,3.3
2019110300100512,13.5,0.0,3.1
2019110400100082,9.6,0.0,1.9
2019110400100190,11.9,0.0,2.2
2019110400100196,11.9,0.0,2.2
2019110400100266,16.0,0.0,2.0
2019110400100268,16.0,0.0,2.0
2019110400100341,18.8,0.0,1.0
2019110400100347,18.8,0.0,1.0
2019110400100386,19.2,0.0,1.4
2019110400100387,19.2,0.0,1.4
2019110400100393,19.2,0.0,1.4
2019110400100394,19.2,0.0,1.4
2019110400100486,19.8,0.0,1.5
2019110400100532,18.1,0.0,2.4
2019110400100537,18.1,0.0,2.4
2019110400100650,14.8,0.0,2.5
2019110400100724,13.2,0.0,1.7
2019110400100726,13.2,0.0,1.7
2019110400100754,12.6,0.0,1.6
2019110400100755,12.6,0.0,1.6
2019110400100773,11.9,0.0,1.2
2019110400100774,11.9,0.0,1.2
2019110500100023,11.4,0.0,0.3
2019110500100131,8.5,0.0,1.2
2019110500100188,10.5,0.0,0.4
2019110500100272,13.6,0.0,2.5
2019110500100304,15.6,0.0,1.9
2019110500100306,15.6,0.0,1.9
2019110500100307,15.6,0.0,1.9
2019110500100338,16.6,0.0,3.2
2019110500100340,16.6,0.0,3.2
2019110500100345,16.6,0.0,3.2
2019110500100382,17.4,0.0,2.9
2019110500100431,18.2,0.0,2.5
2019110500100434,18.2,0.0,2.5
2019110500100436,18.2,0.0,2.5
2019110500100469,17.8,0.0,2.5
2019110500100470,17.8,0.0,2.5
2019110500100473,17.8,0.0,2.5
2019110500100508,16.1,0.0,2.4
2019110500100513,16.1,0.0,2.4
2019110500100563,14.5,0.0,3.4
2019110500100564,14.5,0.0,3.4
2019110500100570,14.5,0.0,3.4
2019110500100571,14.5,0.0,3.4
2019110500100630,13.3,0.0,1.9
2019110500100632,13.3,0.0,1.9
2019110500100634,13.3,0.0,1.9
2019110500100663,12.3,0.0,1.9
2019110500100686,11.6,0.0,1.0
2019110500100687,11.6,0.0,1.0
2019110500100691,11.6,0.0,1.0
